 "x_c",  "y_c",  "u_c",  "v_c",  "x",  "y",  "u",  "v",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "Xp",  "Yp"
8.93629,41.8044,-0.218693,1.13441,1229,65,-5.01688,-26.0235,-0.0025651,0.00698444,0.00127731,0.00715234,-0.002733,1.4401,0.00995614,8.71759,42.9388
9.19784,41.8044,-0.219964,1.13732,1235,65,-5.04605,-26.0903,-0.00262896,0.00721366,0.00125007,0.00736994,-0.00278524,1.44642,0.00892785,8.97787,42.9417
9.45939,41.8044,-0.220709,1.13932,1241,65,-5.06307,-26.1362,-0.0027473,0.00741413,0.00122932,0.00756074,-0.00289391,1.4521,0.00727053,9.23868,42.9437
9.72094,41.8044,-0.221018,1.1414,1247,65,-5.07021,-26.184,-0.00289158,0.00756414,0.00121556,0.0077036,-0.00303104,1.45657,0.00661151,9.49992,42.9458
9.98249,41.8044,-0.221774,1.14331,1253,65,-5.08753,-26.2277,-0.00306161,0.00764693,0.00119346,0.00777833,-0.00319301,1.46114,0.00646373,9.76071,42.9477
10.244,41.8044,-0.222763,1.1452,1259,65,-5.11023,-26.271,-0.00320271,0.00766048,0.00115993,0.00778295,-0.00332519,1.4656,0.00666776,10.0213,42.9496
10.5056,41.8044,-0.223774,1.14667,1265,65,-5.13339,-26.3048,-0.00324564,0.00761663,0.00112216,0.00773135,-0.00336036,1.46892,0.00675453,10.2818,42.951
10.7671,41.8044,-0.224141,1.14826,1271,65,-5.14182,-26.3412,-0.00320646,0.0074885,0.00111453,0.00760341,-0.00332137,1.46806,0.00656931,10.543,42.9526
11.0287,41.8044,-0.224945,1.14997,1277,65,-5.16023,-26.3804,-0.00313909,0.00726676,0.00115809,0.00739409,-0.00326642,1.46129,0.00659296,10.8037,42.9543
11.2902,41.8044,-0.226254,1.15141,1283,65,-5.19033,-26.4136,-0.00306653,0.00700535,0.00121945,0.00715089,-0.00321207,1.45201,0.00725855,11.064,42.9558
11.5518,41.8044,-0.227324,1.15283,1289,65,-5.21488,-26.4462,-0.00297771,0.00672546,0.00132406,0.00690289,-0.00315514,1.43758,0.0078775,11.3245,42.9572
11.8133,41.8044,-0.228159,1.15412,1295,65,-5.23399,-26.4758,-0.00282461,0.00643559,0.00146476,0.00666176,-0.00305078,1.4176,0.0082089,11.5852,42.9585
12.0749,41.8044,-0.229261,1.1559,1301,65,-5.25927,-26.5165,-0.00256806,0.00615592,0.0016367,0.00645287,-0.00286501,1.39131,0.00815831,11.8456,42.9603
12.3364,41.8044,-0.230006,1.15805,1307,65,-5.27633,-26.5658,-0.00221883,0.00590465,0.00184407,0.00630366,-0.00261785,1.3577,0.00819013,12.1064,42.9624
12.598,41.8044,-0.230288,1.16055,1313,65,-5.28289,-26.6233,-0.00178567,0.00571131,0.00209957,0.00625926,-0.00233362,1.31551,0.00819709,12.3677,42.9649
12.8595,41.8044,-0.230804,1.16357,1319,65,-5.29474,-26.6926,-0.00120761,0.00559852,0.0024191,0.00637073,-0.00197982,1.26181,0.0086615,12.6287,42.968
-19.3111,41.5428,-0.172611,0.913987,581,71,-3.95972,-20.967,-0.000932687,0.00270456,0.000765907,0.00285926,-0.00108739,1.3715,0.00812915,-19.4837,42.4568
-19.0495,41.5428,-0.172438,0.91501,587,71,-3.95574,-20.9905,-0.000749773,0.00294796,0.00102514,0.00321315,-0.00101496,1.31766,0.00823333,-19.222,42.4578
-18.788,41.5428,-0.172592,0.916323,593,71,-3.95928,-21.0206,-0.000678928,0.00324784,0.00114814,0.0035589,-0.000989989,1.30622,0.0080835,-18.9606,42.4592
-18.5264,41.5428,-0.172948,0.918019,599,71,-3.96746,-21.0595,-0.000693466,0.00357075,0.00116529,0.00386841,-0.000991128,1.3207,0.00753519,-18.6994,42.4609
-18.2649,41.5428,-0.173204,0.919793,605,71,-3.97332,-21.1002,-0.000795953,0.00388197,0.00113916,0.00414463,-0.00105861,1.34418,0.00741402,-18.4381,42.4626
-18.0033,41.5428,-0.173329,0.922493,611,71,-3.97619,-21.1622,-0.000923414,0.00414639,0.00110005,0.00437479,-0.00115181,1.36608,0.00762668,-18.1767,42.4653
-17.7418,41.5428,-0.173332,0.925424,617,71,-3.97628,-21.2294,-0.00102641,0.00435399,0.0010214,0.00454136,-0.00121379,1.38937,0.00805944,-17.9151,42.4683
-17.4802,41.5428,-0.173159,0.927537,623,71,-3.97229,-21.2779,-0.00108217,0.00451167,0.000930122,0.00466227,-0.00123277,1.41027,0.0080036,-17.6534,42.4704
-17.2187,41.5428,-0.17393,0.928615,629,71,-3.99001,-21.3026,-0.0011236,0.00463617,0.000878719,0.00476725,-0.00125468,1.42272,0.00778404,-17.3926,42.4715
-16.9571,41.5428,-0.174587,0.92975,635,71,-4.00504,-21.3286,-0.00114983,0.00469757,0.000834558,0.00481435,-0.00126661,1.43177,0.00774091,-17.1317,42.4726
-16.6956,41.5428,-0.175394,0.931153,641,71,-4.02357,-21.3608,-0.00116283,0.00467697,0.000773536,0.00477769,-0.00126356,1.44131,0.00806052,-16.871,42.474
-16.434,41.5428,-0.176716,0.932682,647,71,-4.05391,-21.3959,-0.00114783,0.00459326,0.000723523,0.00468304,-0.0012376,1.44734,0.00976103,-16.6108,42.4755
-16.1725,41.5428,-0.176655,0.935323,653,71,-4.0525,-21.4565,-0.00110601,0.0044576,0.00069135,0.00454223,-0.00119063,1.449,0.0118494,-16.3492,42.4782
-15.9109,41.5428,-0.177181,0.937595,659,71,-4.06456,-21.5086,-0.00104396,0.00428108,0.000639862,0.00435689,-0.00111977,1.45287,0.0132329,-16.0881,42.4804
-15.6494,41.5428,-0.1774,0.939379,665,71,-4.06956,-21.5495,-0.00096278,0.00408524,0.000568089,0.00414838,-0.00102592,1.4601,0.0136318,-15.8268,42.4822
-15.3878,41.5428,-0.176639,0.941114,671,71,-4.0521,-21.5893,-0.00086968,0.00391944,0.00049378,0.00396982,-0.000920061,1.46912,0.0111851,-15.5645,42.4839
-15.1263,41.5428,-0.176021,0.943533,677,71,-4.03794,-21.6448,-0.000799702,0.00378592,0.000424712,0.00382493,-0.000838707,1.47922,0.00941046,-15.3023,42.4864
-14.8647,41.5428,-0.176703,0.946134,683,71,-4.05358,-21.7045,-0.000792956,0.00367197,0.000353369,0.00369976,-0.00082075,1.4923,0.00801856,-15.0415,42.489
-14.6032,41.5428,-0.177158,0.948274,689,71,-4.06402,-21.7536,-0.000805363,0.00363143,0.000271531,0.00364798,-0.000821919,1.5099,0.00771238,-14.7804,42.4911
-14.3417,41.5428,-0.177205,0.949817,695,71,-4.06513,-21.789,-0.000836036,0.00369528,0.000183915,0.00370274,-0.000843489,1.5303,0.0078282,-14.5189,42.4927
-14.0801,41.5428,-0.177509,0.951207,701,71,-4.0721,-21.8208,-0.000883839,0.00384213,0.000119865,0.00384517,-0.000886877,1.54545,0.00800915,-14.2576,42.494
-13.8186,41.5428,-0.178012,0.952786,707,71,-4.08359,-21.8571,-0.000939435,0.00404836,0.000106403,0.00405063,-0.000941704,1.54948,0.0102874,-13.9966,42.4956
-13.557,41.5428,-0.178078,0.954736,713,71,-4.08515,-21.9018,-0.000974328,0.00424267,0.000127499,0.00424579,-0.000977442,1.54638,0.012061,-13.7351,42.4976
-13.2955,41.5428,-0.177934,0.956889,719,71,-4.08187,-21.9512,-0.000958093,0.00441142,0.000166006,0.00441654,-0.000963221,1.53992,0.0119243,-13.4734,42.4997
-13.0339,41.5428,-0.178219,0.958682,725,71,-4.0884,-21.9923,-0.000968006,0.00457918,0.000228295,0.00458856,-0.000977385,1.52973,0.00991946,-13.2121,42.5015
-12.7724,41.5428,-0.179526,0.95968,731,71,-4.11836,-22.0152,-0.00106095,0.0047401,0.00035799,0.00476211,-0.00108296,1.5094,0.00774886,-12.9519,42.5025
-12.5108,41.5428,-0.17968,0.960632,737,71,-4.12189,-22.0371,-0.00121384,0.00489712,0.000506681,0.00493885,-0.00125556,1.48863,0.00934627,-12.6905,42.5035
-12.2493,41.5428,-0.17964,0.961838,743,71,-4.12096,-22.0647,-0.00136975,0.00504443,0.000650434,0.00510972,-0.00143505,1.47075,0.0113729,-12.4289,42.5047
-11.9877,41.5428,-0.178288,0.963954,749,71,-4.08999,-22.1133,-0.0015382,0.00518631,0.000743486,0.00526753,-0.00161942,1.46198,0.0113402,-12.166,42.5068
-11.7262,41.5428,-0.178581,0.966448,755,71,-4.09669,-22.1705,-0.00178117,0.00529386,0.000759264,0.00537443,-0.00186173,1.46508,0.00974937,-11.9047,42.5093
-11.4646,41.5428,-0.178387,0.968634,761,71,-4.09225,-22.2206,-0.00208069,0.00537909,0.000715336,0.00544707,-0.00214866,1.47605,0.00964084,-11.643,42.5115
-11.2031,41.5428,-0.178943,0.970404,767,71,-4.10495,-22.2612,-0.0023459,0.00546946,0.000632853,0.00552038,-0.00239682,1.49052,0.01059,-11.382,42.5132
-10.9415,41.5428,-0.180816,0.972919,773,71,-4.14796,-22.3189,-0.00250677,0.00558516,0.000523104,0.00561884,-0.00254045,1.50651,0.0100616,-11.1223,42.5158
-10.68,41.5428,-0.182865,0.975539,779,71,-4.19493,-22.379,-0.00257766,0.00566655,0.000371853,0.00568329,-0.00259439,1.52581,0.00942549,-10.8628,42.5184
-10.4184,41.5428,-0.183796,0.978071,785,71,-4.21634,-22.4371,-0.00260579,0.00570746,0.000203432,0.00571243,-0.00261077,1.54634,0.00920865,-10.6022,42.5209
-10.1569,41.5428,-0.184703,0.980189,791,71,-4.23713,-22.4857,-0.00260145,0.00575383,3.74326e-05,0.005754,-0.00260162,1.56632,0.00930459,-10.3416,42.523
-9.8953,41.5428,-0.185581,0.981244,797,71,-4.25726,-22.5099,-0.00252887,0.00581203,-0.000107765,0.00581343,-0.00253026,-1.55788,0.0107594,-10.0809,42.5241
-9.63375,41.5428,-0.186999,0.98227,803,71,-4.28977,-22.5335,-0.00236158,0.00589896,-0.000243596,0.00590614,-0.00236876,-1.54134,0.0133941,-9.82075,42.5251
-9.3722,41.5428,-0.18796,0.983617,809,71,-4.31182,-22.5643,-0.00215855,0.00598155,-0.000337428,0.00599552,-0.00217251,-1.52944,0.0140656,-9.56016,42.5265
-9.11065,41.5428,-0.187832,0.98596,815,71,-4.30892,-22.6181,-0.00190661,0.00602774,-0.00039339,0.0060472,-0.00192607,-1.52138,0.0122905,-9.29848,42.5288
-8.8491,41.5428,-0.187619,0.987898,821,71,-4.30404,-22.6626,-0.00163033,0.0060287,-0.000424667,0.00605218,-0.00165381,-1.51558,0.0101321,-9.03672,42.5307
-8.58755,41.5428,-0.187444,0.989341,827,71,-4.29996,-22.6957,-0.00143937,0.00596583,-0.000442679,0.0059922,-0.00146574,-1.5113,0.00990897,-8.775,42.5322
-8.326,41.5428,-0.187712,0.990912,833,71,-4.30618,-22.7317,-0.00132968,0.0058943,-0.000444102,0.0059215,-0.00135687,-1.50963,0.00964228,-8.51372,42.5337
-8.06445,41.5428,-0.18838,0.993227,839,71,-4.32145,-22.7848,-0.00128095,0.00581793,-0.000387125,0.00583898,-0.001302,-1.51648,0.00878972,-8.25283,42.5361
-7.8029,41.5428,-0.188694,0.994792,845,71,-4.32867,-22.8207,-0.00126663,0.00573619,-0.000304377,0.00574939,-0.00127984,-1.52744,0.00779719,-7.9916,42.5376
-7.54135,41.5428,-0.18846,0.996417,851,71,-4.32329,-22.858,-0.00123232,0.0056245,-0.00026913,0.00563505,-0.00124287,-1.53163,0.00850485,-7.72981,42.5393
-7.2798,41.5428,-0.189426,0.998118,857,71,-4.34545,-22.897,-0.00121704,0.00548448,-0.00028794,0.00549683,-0.00122939,-1.52794,0.0093019,-7.46923,42.541
-7.01825,41.5428,-0.189966,1.00031,863,71,-4.35787,-22.9472,-0.00121349,0.00532219,-0.000331693,0.00533898,-0.00123028,-1.52022,0.0103494,-7.20822,42.5431
-6.7567,41.5428,-0.190216,1.00276,869,71,-4.36357,-23.0034,-0.00114592,0.00514533,-0.000333082,0.00516292,-0.0011635,-1.51805,0.00949605,-6.94692,42.5456
-6.49515,41.5428,-0.190413,1.00436,875,71,-4.3681,-23.0403,-0.00104106,0.00495772,-0.000287181,0.00497143,-0.00105478,-1.52307,0.00896733,-6.68557,42.5472
-6.2336,41.5428,-0.190213,1.00646,881,71,-4.36355,-23.0885,-0.000933665,0.00475723,-0.000207834,0.00476481,-0.000941245,-1.53434,0.00918031,-6.42382,42.5493
-5.97205,41.5428,-0.190897,1.00881,887,71,-4.37921,-23.1424,-0.000859177,0.00456645,-8.09388e-05,0.00456766,-0.000860384,-1.55588,0.00957366,-6.16295,42.5517
-5.71051,41.5428,-0.191371,1.01079,893,71,-4.39009,-23.1878,-0.000868072,0.00442366,7.11482e-05,0.00442461,-0.000869029,1.55735,0.00970124,-5.90188,42.5536
-5.44896,41.5428,-0.191339,1.01217,899,71,-4.38934,-23.2193,-0.000869282,0.00430736,0.000216482,0.0043164,-0.000878319,1.52907,0.00920891,-5.64029,42.555
-5.18741,41.5428,-0.191432,1.01324,905,71,-4.39145,-23.2438,-0.000867639,0.00420161,0.000359594,0.00422699,-0.00089302,1.50033,0.0113592,-5.37884,42.5561
-4.92586,41.5428,-0.19083,1.01479,911,71,-4.37768,-23.2795,-0.000955994,0.00411082,0.000521087,0.00416386,-0.00100903,1.46937,0.0139403,-5.11669,42.5576
-4.66431,41.5428,-0.189894,1.01696,917,71,-4.35621,-23.3291,-0.00110815,0.0040433,0.000706079,0.00413833,-0.00120317,1.43702,0.0149349,-4.8542,42.5598
-4.40276,41.5428,-0.19062,1.01938,923,71,-4.37287,-23.3848,-0.00126454,0.00394679,0.000856932,0.00408409,-0.00140184,1.41193,0.0137893,-4.59338,42.5622
-4.14121,41.5428,-0.191746,1.02234,929,71,-4.39869,-23.4526,-0.00134445,0.0038304,0.000939378,0.00399564,-0.0015097,1.39667,0.0101541,-4.33295,42.5652
-3.87966,41.5428,-0.193276,1.02506,935,71,-4.43379,-23.5151,-0.00138579,0.00372524,0.000984491,0.00390831,-0.00156887,1.38694,0.010383,-4.07293,42.5679
-3.61811,41.5428,-0.193901,1.02672,941,71,-4.44811,-23.5531,-0.00146001,0.00365546,0.00102332,0.00385258,-0.00165713,1.3805,0.011251,-3.81201,42.5696
-3.35656,41.5428,-0.193773,1.02798,947,71,-4.44517,-23.5819,-0.00151227,0.00361754,0.00104616,0.00382269,-0.00171742,1.37716,0.0101135,-3.55033,42.5708
-3.09501,41.5428,-0.193949,1.02929,953,71,-4.44919,-23.6122,-0.0015275,0.00363409,0.00105841,0.0038427,-0.0017361,1.3762,0.00816237,-3.28896,42.5721
-2.83346,41.5428,-0.194816,1.03212,959,71,-4.46912,-23.677,-0.00153028,0.00369758,0.00101507,0.00388775,-0.00172045,1.38559,0.00761257,-3.02827,42.575
-2.57191,41.5428,-0.195657,1.03475,965,71,-4.48842,-23.7374,-0.0015045,0.00380002,0.000930371,0.00395847,-0.00166295,1.40211,0.0083798,-2.76756,42.5776
-2.31036,41.5428,-0.195604,1.0372,971,71,-4.48716,-23.7935,-0.0014629,0.00393385,0.000850022,0.00406456,-0.00159362,1.41821,0.00899466,-2.50596,42.58
-2.04881,41.5428,-0.194938,1.03933,977,71,-4.47193,-23.8424,-0.00143006,0.00410886,0.000796503,0.00422113,-0.00154233,1.43077,0.00952753,-2.24375,42.5822
-1.78726,41.5428,-0.195425,1.04122,983,71,-4.48307,-23.8858,-0.00145159,0.00432674,0.000787149,0.00443205,-0.0015569,1.4378,0.0102181,-1.98268,42.5841
-1.52571,41.5428,-0.196117,1.04314,989,71,-4.49894,-23.9299,-0.00156389,0.00456843,0.000812396,0.00467423,-0.00166969,1.44129,0.0103232,-1.72182,42.586
-1.26416,41.5428,-0.197011,1.04495,995,71,-4.51948,-23.9713,-0.00169533,0.00477072,0.000867464,0.00488507,-0.00180968,1.43973,0.0102271,-1.46117,42.5878
-1.00261,41.5428,-0.197221,1.04688,1001,71,-4.5243,-24.0156,-0.00179621,0.00490096,0.000927338,0.00502699,-0.00192225,1.43571,0.00937631,-1.19983,42.5897
-0.741058,41.5428,-0.197165,1.04815,1007,71,-4.52302,-24.0448,-0.00190938,0.00496157,0.000983448,0.00509956,-0.00204737,1.43139,0.00934797,-0.938223,42.591
-0.479508,41.5428,-0.198139,1.04954,1013,71,-4.54534,-24.0767,-0.00203847,0.00498507,0.00104443,0.00513709,-0.00219049,1.42626,0.00923155,-0.677647,42.5924
-0.217958,41.5428,-0.199347,1.05155,1019,71,-4.57307,-24.1227,-0.00212763,0.00495225,0.00110795,0.00512158,-0.00229697,1.41913,0.00839702,-0.417305,42.5944
0.0435916,41.5428,-0.200124,1.05424,1025,71,-4.59088,-24.1846,-0.00212563,0.00486611,0.00117922,0.00505964,-0.00231916,1.40813,0.00767768,-0.156532,42.5971
0.305141,41.5428,-0.200744,1.05673,1031,71,-4.60516,-24.2416,-0.00207075,0.00476548,0.00126258,0.00499121,-0.00229649,1.39388,0.00771305,0.104398,42.5996
0.566691,41.5428,-0.201127,1.05885,1037,71,-4.61388,-24.2903,-0.00203931,0.00471943,0.00135503,0.00498097,-0.00230085,1.38012,0.00823668,0.365564,42.6017
0.828241,41.5428,-0.201228,1.06129,1043,71,-4.61627,-24.3461,-0.00202437,0.00472261,0.00144877,0.00502055,-0.00232231,1.36798,0.00880912,0.627013,42.6041
1.08979,41.5428,-0.201819,1.06386,1049,71,-4.62978,-24.4052,-0.00198284,0.0047906,0.00154189,0.00512508,-0.00231732,1.35718,0.00846636,0.887972,42.6067
1.35134,41.5428,-0.202915,1.06621,1055,71,-4.65492,-24.459,-0.00190062,0.00493817,0.00158997,0.00528975,-0.0022522,1.35317,0.00796687,1.14843,42.609
1.61289,41.5428,-0.203309,1.06779,1061,71,-4.66395,-24.4953,-0.00184977,0.00515216,0.00161756,0.00550778,-0.00220539,1.35439,0.00769996,1.40958,42.6106
1.87444,41.5428,-0.202878,1.06909,1067,71,-4.65402,-24.5251,-0.00185533,0.00540204,0.00166752,0.00576685,-0.00222014,1.35542,0.00813496,1.67156,42.6119
2.13599,41.5428,-0.202559,1.07094,1073,71,-4.64678,-24.5676,-0.00186435,0.00565417,0.00173886,0.00603685,-0.00224703,1.35417,0.00898854,1.93343,42.6138
2.39754,41.5428,-0.203,1.0734,1079,71,-4.65681,-24.624,-0.00186465,0.00593221,0.00179373,0.00632508,-0.00225752,1.35518,0.0090809,2.19454,42.6162
2.65909,41.5428,-0.204442,1.07586,1085,71,-4.69,-24.6803,-0.00187949,0.00622286,0.00183161,0.00661768,-0.0022743,1.35849,0.00881632,2.45465,42.6187
2.92064,41.5428,-0.205565,1.07829,1091,71,-4.7157,-24.7361,-0.00188821,0.00646881,0.0018875,0.00687534,-0.00229475,1.35866,0.00824473,2.71508,42.6211
3.18219,41.5428,-0.205352,1.0797,1097,71,-4.71085,-24.7685,-0.00185364,0.00664252,0.00196283,0.00707407,-0.00228518,1.35438,0.0106961,2.97684,42.6225
3.44374,41.5428,-0.205379,1.08101,1103,71,-4.71145,-24.7986,-0.00182893,0.00674736,0.00203725,0.0072067,-0.00228827,1.34904,0.0134614,3.23836,42.6238
3.70529,41.5428,-0.206305,1.0829,1109,71,-4.73264,-24.8419,-0.00184262,0.00680926,0.00208824,0.00728691,-0.00232027,1.34593,0.0139534,3.49898,42.6257
3.96684,41.5428,-0.207534,1.08658,1115,71,-4.76082,-24.9263,-0.00183159,0.0068099,0.00210588,0.00729577,-0.00231746,1.34404,0.0116612,3.75931,42.6294
4.22839,41.5428,-0.208162,1.0904,1121,71,-4.77522,-25.0139,-0.0017504,0.00672837,0.00209091,0.00721595,-0.00223799,1.3417,0.00860044,4.02023,42.6332
4.48994,41.5428,-0.20829,1.09312,1127,71,-4.77816,-25.0764,-0.00163844,0.00658642,0.00203206,0.00706107,-0.00211309,1.34133,0.0090776,4.28165,42.636
4.75149,41.5428,-0.208795,1.09568,1133,71,-4.78981,-25.1351,-0.0015746,0.00643584,0.00195356,0.00688688,-0.00202563,1.34389,0.00935749,4.54269,42.6385
5.01304,41.5428,-0.209359,1.09816,1139,71,-4.80271,-25.1919,-0.00159397,0.00629394,0.00189064,0.00672369,-0.00202372,1.34729,0.00869732,4.80368,42.641
5.27459,41.5428,-0.20945,1.10034,1145,71,-4.8048,-25.2419,-0.00165288,0.00615092,0.00184423,0.00656481,-0.00206677,1.35003,0.00814541,5.06514,42.6432
5.53614,41.5428,-0.209902,1.10269,1151,71,-4.81516,-25.2959,-0.00169866,0.00602338,0.0017564,0.0064041,-0.00207938,1.35733,0.00807647,5.32624,42.6455
5.79769,41.5428,-0.210354,1.10455,1157,71,-4.82552,-25.3387,-0.00174892,0.00591759,0.00161144,0.00624253,-0.00207386,1.37182,0.00783823,5.58733,42.6474
6.05924,41.5428,-0.210615,1.10657,1163,71,-4.8315,-25.385,-0.00180765,0.0058394,0.00146632,0.00611093,-0.00207918,1.3877,0.0081141,5.84862,42.6494
6.32079,41.5428,-0.210328,1.10846,1169,71,-4.82494,-25.4283,-0.00186751,0.00578624,0.00136897,0.00602373,-0.00210499,1.39903,0.00892541,6.11046,42.6513
6.58234,41.5428,-0.210445,1.11014,1175,71,-4.82758,-25.4669,-0.00192584,0.00576462,0.00130452,0.00597988,-0.00214109,1.40726,0.00952402,6.37189,42.653
6.84389,41.5428,-0.21145,1.11253,1181,71,-4.85075,-25.5217,-0.00199192,0.00579602,0.00124983,0.00599168,-0.00218758,1.41551,0.0102561,6.63244,42.6554
7.10544,41.5428,-0.212988,1.11601,1187,71,-4.88595,-25.6014,-0.00208762,0.0058724,0.00122218,0.00605583,-0.00227105,1.42183,0.0105372,6.89245,42.6588
7.36699,41.5428,-0.214031,1.11884,1193,71,-4.90993,-25.6664,-0.00218515,0.0059796,0.00122097,0.00615827,-0.00236382,1.42549,0.00951747,7.15296,42.6617
7.62854,41.5428,-0.21492,1.12044,1199,71,-4.93034,-25.703,-0.00225788,0.0061075,0.00123504,0.00628603,-0.0024364,1.42724,0.00816611,7.41362,42.6633
7.89009,41.5428,-0.21542,1.12171,1205,71,-4.94183,-25.7322,-0.00232495,0.00626517,0.00124127,0.00644094,-0.00250072,1.43013,0.0070295,7.67467,42.6645
8.15164,41.5428,-0.215159,1.12399,1211,71,-4.93576,-25.7845,-0.00241358,0.00644649,0.00123493,0.0066154,-0.00258249,1.43487,0.00754387,7.93648,42.6668
8.41319,41.5428,-0.215074,1.12678,1217,71,-4.93379,-25.8484,-0.00252273,0.00663904,0.00123683,0.00680307,-0.00268676,1.43894,0.00885214,8.19811,42.6696
8.67474,41.5428,-0.215867,1.12966,1223,71,-4.95199,-25.9146,-0.00261091,0.00682744,0.00122936,0.00698494,-0.00276841,1.44338,0.00993881,8.45887,42.6725
8.93629,41.5428,-0.217123,1.13232,1229,71,-4.98083,-25.9757,-0.00268201,0.00701757,0.00120768,0.00716568,-0.00283012,1.44877,0.0101412,8.71916,42.6752
9.19784,41.5428,-0.218618,1.13504,1235,71,-5.0151,-26.0379,-0.00278958,0.00719363,0.00117617,0.00733033,-0.00292628,1.45509,0.00927136,8.97922,42.6779
9.45939,41.5428,-0.219618,1.13741,1241,71,-5.03809,-26.0923,-0.00292706,0.00733748,0.00115268,0.00746534,-0.00305491,1.46033,0.00821286,9.23977,42.6802
9.72094,41.5428,-0.219783,1.13955,1247,71,-5.04183,-26.1414,-0.00307877,0.00743926,0.00114107,0.00756163,-0.00320113,1.46397,0.00759637,9.50115,42.6824
9.98249,41.5428,-0.220007,1.1412,1253,71,-5.04694,-26.1792,-0.00324773,0.00748744,0.00112602,0.00760428,-0.00336457,1.46741,0.00765845,9.76248,42.684
10.244,41.5428,-0.220752,1.14286,1259,71,-5.06413,-26.2174,-0.00337722,0.00747773,0.00109914,0.00758791,-0.00348739,1.47089,0.00761935,10.0233,42.6857
10.5056,41.5428,-0.222263,1.14431,1265,71,-5.09876,-26.2506,-0.00340796,0.00741852,0.00107143,0.00752353,-0.00351298,1.4731,0.00738824,10.2833,42.6871
10.7671,41.5428,-0.223109,1.14587,1271,71,-5.11819,-26.2865,-0.00335996,0.00729561,0.00107446,0.00740287,-0.00346722,1.4713,0.00744128,10.544,42.6887
11.0287,41.5428,-0.223769,1.1479,1277,71,-5.13332,-26.3331,-0.00328893,0.00710078,0.00111615,0.00721934,-0.00340748,1.46498,0.00760677,10.8049,42.6907
11.2902,41.5428,-0.224785,1.14961,1283,71,-5.15656,-26.3724,-0.00320518,0.00687559,0.00116994,0.00700959,-0.00333918,1.45676,0.00819249,11.0654,42.6924
11.5518,41.5428,-0.225892,1.151,1289,71,-5.18204,-26.4041,-0.00310083,0.00664405,0.0012588,0.00680403,-0.00326081,1.44438,0.0088206,11.3259,42.6938
11.8133,41.5428,-0.226866,1.1526,1295,71,-5.20436,-26.4408,-0.00293819,0.00641506,0.00137757,0.00661373,-0.00313686,1.42756,0.00891487,11.5865,42.6954
12.0749,41.5428,-0.227882,1.15464,1301,71,-5.2276,-26.4876,-0.00268529,0.00620378,0.00152336,0.0064576,-0.0029391,1.4057,0.00846817,11.847,42.6975
12.3364,41.5428,-0.228452,1.15653,1307,71,-5.24074,-26.5311,-0.00234941,0.00602564,0.00170736,0.00636033,-0.0026841,1.37722,0.00801568,12.108,42.6994
12.598,41.5428,-0.228728,1.15891,1313,71,-5.24711,-26.5855,-0.00193432,0.00590299,0.00195051,0.00636159,-0.00239292,1.33987,0.00798375,12.3693,42.7017
12.8595,41.5428,-0.229319,1.162,1319,71,-5.26057,-26.6564,-0.00138282,0.00585827,0.00226769,0.00650981,-0.00203436,1.29102,0.00844624,12.6302,42.7048
-19.3111,41.2813,-0.171251,0.91334,581,77,-3.92856,-20.9522,-0.000943749,0.00299021,0.000583529,0.00307494,-0.00102848,1.4266,0.00757278,-19.4823,42.1946
-19.0495,41.2813,-0.171855,0.914488,587,77,-3.94241,-20.9785,-0.000777942,0.00317729,0.000853542,0.00335363,-0.000954275,1.36707,0.00846221,-19.2214,42.1958
-18.788,41.2813,-0.172557,0.915698,593,77,-3.95849,-21.0063,-0.000702122,0.00341627,0.000999491,0.00364602,-0.000931872,1.34486,0.00883007,-18.9606,42.197
-18.5264,41.2813,-0.172475,0.917624,599,77,-3.95662,-21.0505,-0.000694592,0.00367107,0.00105273,0.00391166,-0.000935188,1.34611,0.00843357,-18.6989,42.1989
-18.2649,41.2813,-0.171626,0.91923,605,77,-3.93713,-21.0873,-0.000774037,0.00390968,0.00106918,0.0041422,-0.00100656,1.35665,0.00842221,-18.4365,42.2005
-18.0033,41.2813,-0.171158,0.920999,611,77,-3.9264,-21.1279,-0.000875518,0.0041065,0.00107065,0.00432684,-0.00109586,1.36783,0.00838496,-18.1745,42.2023
-17.7418,41.2813,-0.171482,0.92351,617,77,-3.93381,-21.1855,-0.000947006,0.00425556,0.00103336,0.0044533,-0.00114474,1.38173,0.00886347,-17.9133,42.2048
-17.4802,41.2813,-0.171993,0.925914,623,77,-3.94556,-21.2406,-0.000982612,0.00436037,0.000977789,0.00453369,-0.00115593,1.39536,0.00819563,-17.6522,42.2072
-17.2187,41.2813,-0.172768,0.927573,629,77,-3.96333,-21.2787,-0.00100446,0.00443012,0.000945253,0.00458983,-0.00116418,1.40341,0.00750639,-17.3915,42.2089
