 "x_c",  "y_c",  "u_c",  "v_c",  "x",  "y",  "u",  "v",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "Xp",  "Yp"
9.72094,5.18741,-0.0533987,0.893884,1247,905,-1.22492,-20.5059,-0.00205986,0.00531063,0.000999733,0.00544383,-0.00219305,1.43834,0.00762343,9.66754,6.08129
9.98249,5.18741,-0.0540745,0.895174,1253,905,-1.24046,-20.5354,-0.00218996,0.00531075,0.0010216,0.0054474,-0.00232661,1.43782,0.00715434,9.92841,6.08258
10.244,5.18741,-0.054878,0.896582,1259,905,-1.25897,-20.5678,-0.00232282,0.00531159,0.00101198,0.00544346,-0.00245469,1.44122,0.00689425,10.1892,6.08399
10.5056,5.18741,-0.0553409,0.898104,1265,905,-1.26953,-20.6027,-0.0024339,0.00530983,0.000968171,0.00542904,-0.00255311,1.44828,0.00715592,10.4502,6.08551
10.7671,5.18741,-0.0556655,0.899482,1271,905,-1.27699,-20.6343,-0.0024796,0.00529465,0.00089592,0.00539656,-0.00258151,1.45753,0.00783403,10.7115,6.08689
-17.4802,4.92586,-0.0199467,0.799608,623,911,-0.457593,-18.3432,-0.00160519,0.00265429,-0.000254103,0.0026694,-0.0016203,-1.51142,0.00644071,-17.5002,5.72546
-17.2187,4.92586,-0.0205985,0.800331,629,911,-0.472516,-18.3597,-0.00148343,0.00266891,-0.000170812,0.00267592,-0.00149045,-1.52975,0.00645319,-17.2393,5.72619
-16.9571,4.92586,-0.0210296,0.801105,635,911,-0.482426,-18.3775,-0.00147096,0.0027028,-0.000123228,0.00270644,-0.00147459,-1.54131,0.00624214,-16.9782,5.72696
-16.6956,4.92586,-0.0215989,0.802212,641,911,-0.495499,-18.4029,-0.00148639,0.00273907,-9.9352e-05,0.0027414,-0.00148872,-1.5473,0.00678061,-16.7172,5.72807
-16.434,4.92586,-0.0223253,0.803407,647,911,-0.512169,-18.4303,-0.00147555,0.00277346,-8.43475e-05,0.00277513,-0.00147722,-1.55096,0.00816787,-16.4564,5.72926
-16.1725,4.92586,-0.022759,0.804373,653,911,-0.522095,-18.4525,-0.00144777,0.00280338,-7.17095e-05,0.00280458,-0.00144898,-1.55393,0.00825526,-16.1953,5.73023
-15.9109,4.92586,-0.0232538,0.805245,659,911,-0.533431,-18.4725,-0.00140704,0.00282441,-5.82673e-05,0.00282521,-0.00140784,-1.55703,0.00776912,-15.9342,5.7311
-15.6494,4.92586,-0.0231288,0.805974,665,911,-0.530595,-18.4892,-0.00133386,0.00283529,-4.31238e-05,0.00283574,-0.0013343,-1.56045,0.00713817,-15.6725,5.73183
-15.3878,4.92586,-0.0242356,0.807009,671,911,-0.555963,-18.5129,-0.00123751,0.00283281,-3.34048e-05,0.00283309,-0.00123778,-1.56259,0.00687723,-15.4121,5.73286
-15.1263,4.92586,-0.0250524,0.807635,677,911,-0.574728,-18.5273,-0.00113909,0.00282729,-2.90087e-05,0.0028275,-0.0011393,-1.56348,0.00725487,-15.1514,5.73349
-14.8647,4.92586,-0.0251243,0.808345,683,911,-0.576356,-18.5436,-0.0010386,0.00282297,-3.15704e-05,0.00282323,-0.00103886,-1.56262,0.00746036,-14.8899,5.7342
-14.6032,4.92586,-0.0248369,0.809433,689,911,-0.569751,-18.5686,-0.000913498,0.00281622,-3.97179e-05,0.00281664,-0.000913921,-1.56015,0.00760509,-14.628,5.73529
-14.3417,4.92586,-0.0247438,0.810524,695,911,-0.56761,-18.5935,-0.000789079,0.00280448,-4.81295e-05,0.00280513,-0.000789723,-1.55741,0.00758824,-14.3664,5.73638
-14.0801,4.92586,-0.0250232,0.811737,701,911,-0.574023,-18.6214,-0.000699128,0.00279037,-5.79638e-05,0.00279133,-0.00070009,-1.55419,0.00745182,-14.1051,5.73759
-13.8186,4.92586,-0.0250045,0.812778,707,911,-0.57362,-18.6452,-0.000643912,0.00278135,-6.50185e-05,0.00278259,-0.000645145,-1.55182,0.00720179,-13.8436,5.73863
-13.557,4.92586,-0.0251988,0.813379,713,911,-0.578087,-18.659,-0.000604426,0.00278302,-6.18693e-05,0.00278415,-0.000605555,-1.55254,0.00719685,-13.5822,5.73923
-13.2955,4.92586,-0.0254356,0.81398,719,911,-0.58352,-18.6728,-0.000590374,0.00279929,-5.47577e-05,0.00280017,-0.000591258,-1.55465,0.00754571,-13.3209,5.73984
-13.0339,4.92586,-0.0256138,0.814986,725,911,-0.587557,-18.6959,-0.000638585,0.0028301,-6.11439e-05,0.00283117,-0.000639662,-1.55318,0.00751281,-13.0595,5.74084
-12.7724,4.92586,-0.025683,0.81625,731,911,-0.58919,-18.7249,-0.000722307,0.00286995,-8.47104e-05,0.00287194,-0.000724304,-1.54723,0.00736611,-12.798,5.74211
-12.5108,4.92586,-0.0257735,0.817285,737,911,-0.591222,-18.7487,-0.000798655,0.00291641,-0.000108767,0.0029196,-0.000801837,-1.54155,0.0072617,-12.5366,5.74314
-12.2493,4.92586,-0.0257415,0.818237,743,911,-0.590513,-18.7705,-0.000858963,0.00297191,-0.000125319,0.002976,-0.000863059,-1.53813,0.00726645,-12.275,5.74409
-11.9877,4.92586,-0.0259065,0.819006,749,911,-0.594274,-18.7882,-0.000932012,0.00303721,-0.000141751,0.00304227,-0.000937067,-1.53514,0.00732736,-12.0136,5.74486
-11.7262,4.92586,-0.0264147,0.819528,755,911,-0.605985,-18.8001,-0.00103871,0.0031141,-0.000163907,0.00312056,-0.00104517,-1.53141,0.00743073,-11.7526,5.74538
-11.4646,4.92586,-0.027008,0.820307,761,911,-0.619549,-18.818,-0.00116313,0.00320746,-0.000182257,0.00321505,-0.00117072,-1.52919,0.00732174,-11.4916,5.74616
-11.2031,4.92586,-0.027447,0.820914,767,911,-0.629664,-18.8319,-0.00127358,0.00331102,-0.000195884,0.00331938,-0.00128194,-1.52817,0.00672853,-11.2305,5.74677
-10.9415,4.92586,-0.0275587,0.821143,773,911,-0.632214,-18.8372,-0.0013636,0.00342163,-0.000199788,0.00342996,-0.00137193,-1.52914,0.00651698,-10.9691,5.747
-10.68,4.92586,-0.0274869,0.821297,779,911,-0.630564,-18.8407,-0.0014521,0.00353884,-0.000188989,0.00354599,-0.00145924,-1.533,0.00688402,-10.7074,5.74715
-10.4184,4.92586,-0.027431,0.822199,785,911,-0.629266,-18.8614,-0.0015117,0.0036615,-0.000170081,0.00366709,-0.00151729,-1.53797,0.00738255,-10.4458,5.74805
-10.1569,4.92586,-0.0280722,0.823495,791,911,-0.644012,-18.8911,-0.00153356,0.00378481,-0.000148672,0.00378896,-0.00153771,-1.54287,0.0075805,-10.1849,5.74935
-9.8953,4.92586,-0.0291418,0.824482,797,911,-0.668546,-18.9138,-0.0015493,0.00389997,-0.000125959,0.00390288,-0.00155221,-1.5477,0.00777425,-9.92444,5.75034
-9.63375,4.92586,-0.0299905,0.825078,803,911,-0.688003,-18.9275,-0.00156612,0.00400147,-0.000105259,0.00400346,-0.00156811,-1.5519,0.00813214,-9.66374,5.75093
-9.3722,4.92586,-0.0306291,0.825687,809,911,-0.702638,-18.9414,-0.00156918,0.00408259,-8.35231e-05,0.00408382,-0.00157042,-1.55602,0.0084342,-9.40283,5.75154
-9.11065,4.92586,-0.0311905,0.826307,815,911,-0.715489,-18.9556,-0.00154616,0.00414384,-5.74692e-05,0.00414442,-0.00154674,-1.5607,0.0078256,-9.14184,5.75216
-8.8491,4.92586,-0.0316348,0.827057,821,911,-0.725737,-18.9728,-0.00152382,0.00418974,-3.46721e-05,0.00418996,-0.00152403,-1.56473,0.00732319,-8.88074,5.75291
-8.58755,4.92586,-0.0322095,0.828092,827,911,-0.738905,-18.9966,-0.0015035,0.00421856,-1.8485e-05,0.00421862,-0.00150356,-1.56757,0.0081573,-8.61976,5.75395
-8.326,4.92586,-0.0317226,0.82868,833,911,-0.727698,-19.01,-0.00147176,0.00422704,-8.3228e-06,0.00422705,-0.00147177,-1.56934,0.0077418,-8.35773,5.75454
-8.06445,4.92586,-0.0315497,0.829274,839,911,-0.72374,-19.0237,-0.00143459,0.00421563,-7.21562e-06,0.00421564,-0.0014346,-1.56952,0.00762496,-8.096,5.75513
-7.8029,4.92586,-0.0319727,0.830261,845,911,-0.733486,-19.0463,-0.00138769,0.00418631,-1.15252e-05,0.00418633,-0.00138771,-1.56873,0.00773857,-7.83488,5.75612
-7.54135,4.92586,-0.0324223,0.831128,851,911,-0.743774,-19.0662,-0.00134537,0.00414513,-1.28423e-05,0.00414516,-0.0013454,-1.56846,0.00798616,-7.57378,5.75698
-7.2798,4.92586,-0.0331327,0.831963,857,911,-0.760074,-19.0854,-0.00134048,0.00410111,-9.33406e-06,0.00410113,-0.0013405,-1.56908,0.00832116,-7.31294,5.75782
-7.01825,4.92586,-0.0335132,0.832711,863,911,-0.768788,-19.1026,-0.0013687,0.00406091,-1.5051e-05,0.00406095,-0.00136874,-1.56802,0.00812567,-7.05177,5.75857
-6.7567,4.92586,-0.0337473,0.833717,869,911,-0.774169,-19.1256,-0.001388,0.00402332,-3.84932e-05,0.0040236,-0.00138828,-1.56368,0.00816762,-6.79045,5.75957
-6.49515,4.92586,-0.0344763,0.835023,875,911,-0.790913,-19.1556,-0.00139975,0.00398995,-6.79617e-05,0.00399081,-0.00140061,-1.55819,0.00818805,-6.52963,5.76088
-6.2336,4.92586,-0.0352958,0.836082,881,911,-0.809667,-19.1799,-0.00141381,0.00396201,-8.98364e-05,0.00396351,-0.00141531,-1.55409,0.00761547,-6.2689,5.76194
-5.97205,4.92586,-0.035514,0.837008,887,911,-0.814717,-19.2011,-0.00141795,0.00394324,-0.000106041,0.00394534,-0.00142005,-1.55103,0.00760843,-6.00757,5.76286
-5.71051,4.92586,-0.0350404,0.837846,893,911,-0.803852,-19.2203,-0.00140793,0.00393322,-0.000122753,0.00393604,-0.00141075,-1.54783,0.00815463,-5.74555,5.7637
-5.44896,4.92586,-0.0349632,0.839043,899,911,-0.802036,-19.2478,-0.00139034,0.00392727,-0.000144675,0.0039312,-0.00139427,-1.54362,0.00866465,-5.48392,5.7649
-5.18741,4.92586,-0.0357189,0.840092,905,911,-0.81937,-19.2718,-0.00138257,0.0039204,-0.000167341,0.00392567,-0.00138785,-1.53928,0.00857212,-5.22312,5.76595
-4.92586,4.92586,-0.0362297,0.84073,911,911,-0.831134,-19.2865,-0.00138459,0.0039114,-0.000169847,0.00391684,-0.00139003,-1.53877,0.00823621,-4.96209,5.76659
-4.66431,4.92586,-0.036227,0.841166,917,911,-0.83108,-19.2965,-0.00139888,0.00390056,-0.000151712,0.0039049,-0.00140322,-1.5422,0.00806738,-4.70053,5.76702
-4.40276,4.92586,-0.0361951,0.841781,923,911,-0.8303,-19.3106,-0.00141113,0.00389007,-0.000114154,0.00389253,-0.00141359,-1.54928,0.00869233,-4.43895,5.76764
-4.14121,4.92586,-0.0362403,0.842042,929,911,-0.831363,-19.3166,-0.00141744,0.00387686,-5.69188e-05,0.00387747,-0.00141805,-1.56005,0.0090834,-4.17745,5.7679
-3.87966,4.92586,-0.0363361,0.842292,935,911,-0.833586,-19.3223,-0.00145396,0.00385885,4.07987e-07,0.00385885,-0.00145396,1.57072,0.0095679,-3.91599,5.76815
-3.61811,4.92586,-0.0364532,0.842704,941,911,-0.83624,-19.3318,-0.0015119,0.003832,4.68125e-05,0.00383241,-0.00151231,1.56204,0.00933239,-3.65456,5.76856
-3.35656,4.92586,-0.0377223,0.843417,947,911,-0.865382,-19.3482,-0.00155817,0.00379905,8.33666e-05,0.00380034,-0.00155947,1.55524,0.00814431,-3.39428,5.76927
-3.09501,4.92586,-0.0387653,0.844551,953,911,-0.889268,-19.3741,-0.00159622,0.00376554,0.000107668,0.0037677,-0.00159838,1.55073,0.0083132,-3.13377,5.77041
-2.83346,4.92586,-0.0389116,0.846043,959,911,-0.892613,-19.4084,-0.00164274,0.00373894,0.000110093,0.00374119,-0.00164499,1.55035,0.00864116,-2.87237,5.7719
-2.57191,4.92586,-0.0387493,0.84748,965,911,-0.888941,-19.4414,-0.00169047,0.00371952,8.57377e-05,0.00372088,-0.00169183,1.55495,0.00875226,-2.61066,5.77334
-2.31036,4.92586,-0.0388185,0.848707,971,911,-0.890515,-19.4695,-0.00171967,0.00370626,4.24575e-05,0.00370659,-0.00172001,1.56297,0.0090534,-2.34918,5.77456
-2.04881,4.92586,-0.039904,0.849106,977,911,-0.915428,-19.4786,-0.00171939,0.00370004,-1.1475e-05,0.00370007,-0.00171941,-1.56868,0.00955382,-2.08871,5.77496
-1.78726,4.92586,-0.0414711,0.849308,983,911,-0.951372,-19.4833,-0.00170815,0.00370278,-5.90793e-05,0.00370342,-0.0017088,-1.55988,0.0103884,-1.82873,5.77516
-1.52571,4.92586,-0.0423145,0.849864,989,911,-0.970707,-19.496,-0.00169363,0.00372025,-8.30264e-05,0.00372152,-0.0016949,-1.55547,0.0100379,-1.56802,5.77572
-1.26416,4.92586,-0.0421522,0.850646,995,911,-0.966958,-19.514,-0.00166749,0.00375283,-7.96699e-05,0.003754,-0.00166866,-1.5561,0.00857155,-1.30631,5.7765
-1.00261,4.92586,-0.0418356,0.851112,1001,911,-0.959731,-19.5246,-0.00161984,0.00379114,-6.96439e-05,0.00379203,-0.00162074,-1.55793,0.0079743,-1.04444,5.77697
-0.741058,4.92586,-0.0416201,0.851351,1007,911,-0.954762,-19.5302,-0.00153636,0.00383,-5.66805e-05,0.00383059,-0.00153696,-1.56024,0.00891468,-0.782678,5.77721
-0.479508,4.92586,-0.0424263,0.851264,1013,911,-0.973272,-19.5281,-0.00143245,0.00386369,-2.04332e-05,0.00386377,-0.00143253,-1.56694,0.00958741,-0.521934,5.77712
-0.217958,4.92586,-0.0437672,0.851891,1019,911,-1.00401,-19.5426,-0.00131437,0.00389554,4.46486e-05,0.00389592,-0.00131475,1.56223,0.00999317,-0.261725,5.77775
0.0435916,4.92586,-0.0442462,0.853318,1025,911,-1.01501,-19.5752,-0.00118595,0.00392958,0.000119399,0.00393237,-0.00118873,1.54747,0.00935395,-0.000654515,5.77917
0.305141,4.92586,-0.0445175,0.854991,1031,911,-1.02128,-19.6137,-0.00107856,0.0039691,0.00017796,0.00397536,-0.00108482,1.5356,0.00845364,0.260624,5.78085
0.566691,4.92586,-0.0442834,0.85638,1037,911,-1.01588,-19.6455,-0.00101073,0.00401137,0.000222269,0.00402119,-0.00102055,1.52665,0.00772219,0.522408,5.78224
0.828241,4.92586,-0.0445016,0.856976,1043,911,-1.02085,-19.6592,-0.000965841,0.00405478,0.000263739,0.0040686,-0.000979657,1.51846,0.00775057,0.78374,5.78283
1.08979,4.92586,-0.0448049,0.857136,1049,911,-1.02784,-19.6628,-0.000930343,0.00410279,0.000302718,0.00412094,-0.000948485,1.51094,0.00818174,1.04499,5.78299
1.35134,4.92586,-0.0450922,0.857093,1055,911,-1.03444,-19.6619,-0.000907849,0.00416125,0.000342885,0.00418434,-0.000930938,1.50356,0.00819965,1.30625,5.78295
1.61289,4.92586,-0.0450656,0.857697,1061,911,-1.03377,-19.6757,-0.000894278,0.00422636,0.000377545,0.00425405,-0.000921964,1.49759,0.00823116,1.56783,5.78355
1.87444,4.92586,-0.0447889,0.85882,1067,911,-1.02745,-19.7015,-0.000888121,0.0042907,0.000408447,0.00432271,-0.000920137,1.49257,0.0091286,1.82965,5.78468
2.13599,4.92586,-0.0447091,0.859935,1073,911,-1.02563,-19.7271,-0.000869334,0.0043546,0.000453149,0.00439361,-0.000908351,1.48491,0.00965445,2.09128,5.78579
2.39754,4.92586,-0.0456882,0.861283,1079,911,-1.04813,-19.758,-0.000825607,0.00441662,0.000519576,0.00446762,-0.000876608,1.47295,0.00967171,2.35185,5.78714
2.65909,4.92586,-0.046678,0.862233,1085,911,-1.07084,-19.7798,-0.000753521,0.00447319,0.000597585,0.00454065,-0.000820974,1.4584,0.00976824,2.61241,5.78809
2.92064,4.92586,-0.0473005,0.862954,1091,911,-1.0851,-19.7963,-0.000658674,0.00453255,0.000673317,0.00461846,-0.000744584,1.44389,0.0103524,2.87334,5.78881
3.18219,4.92586,-0.0477475,0.863987,1097,911,-1.09532,-19.82,-0.000574441,0.00459686,0.000747864,0.00470285,-0.000680424,1.43002,0.0103838,3.13444,5.78984
3.44374,4.92586,-0.0481519,0.865511,1103,911,-1.10456,-19.855,-0.000511293,0.00466322,0.000809744,0.00478698,-0.000635048,1.41914,0.0100654,3.39559,5.79137
3.70529,4.92586,-0.0486894,0.866629,1109,911,-1.11692,-19.8806,-0.000435393,0.00472306,0.000855379,0.0048612,-0.000573534,1.41068,0.00991102,3.6566,5.79248
3.96684,4.92586,-0.0490512,0.867249,1115,911,-1.12522,-19.8948,-0.000316012,0.00477747,0.000890559,0.00492869,-0.00046723,1.4026,0.0110703,3.91779,5.7931
4.22839,4.92586,-0.0483861,0.868911,1121,911,-1.10993,-19.933,-0.000199403,0.0048317,0.000906836,0.00499016,-0.000357866,1.3978,0.0112777,4.18,5.79477
4.48994,4.92586,-0.0476677,0.871285,1127,911,-1.09346,-19.9874,-0.000153846,0.00489244,0.000892048,0.00504549,-0.000306894,1.40088,0.0100942,4.44227,5.79714
4.75149,4.92586,-0.0476039,0.873219,1133,911,-1.09205,-20.0318,-0.000199293,0.00496691,0.000856752,0.00510528,-0.000337669,1.41067,0.00886888,4.70388,5.79907
5.01304,4.92586,-0.047556,0.87419,1139,911,-1.09092,-20.0541,-0.000306238,0.00505239,0.000824144,0.00517628,-0.000430125,1.42159,0.00922984,4.96548,5.80005
5.27459,4.92586,-0.0478965,0.874869,1145,911,-1.09873,-20.0697,-0.000414588,0.00514041,0.000787569,0.00524991,-0.000524089,1.43265,0.00942776,5.22669,5.80072
5.53614,4.92586,-0.0480881,0.875441,1151,911,-1.10319,-20.0828,-0.00053206,0.0052279,0.000739404,0.00532131,-0.000625462,1.44514,0.00852157,5.48805,5.8013
5.79769,4.92586,-0.0478061,0.876119,1157,911,-1.09668,-20.0983,-0.000684887,0.005313,0.000686999,0.00539068,-0.00076257,1.4582,0.0077187,5.74988,5.80197
6.05924,4.92586,-0.0465981,0.876893,1163,911,-1.06897,-20.1161,-0.000860082,0.00539137,0.000634589,0.00545514,-0.000923848,1.47065,0.00802821,6.01264,5.80275
6.32079,4.92586,-0.0457521,0.877822,1169,911,-1.04958,-20.1374,-0.00102749,0.00545371,0.000583476,0.00550582,-0.00107959,1.48172,0.00979834,6.27504,5.80368
6.58234,4.92586,-0.0460554,0.879155,1175,911,-1.05656,-20.168,-0.00116324,0.00550024,0.000545416,0.00554459,-0.00120759,1.48966,0.0106421,6.53628,5.80501
6.84389,4.92586,-0.0479976,0.880767,1181,911,-1.1011,-20.2049,-0.00126417,0.00552557,0.000535375,0.00556753,-0.00130613,1.49259,0.0101935,6.79589,5.80662
7.10544,4.92586,-0.0499452,0.882345,1187,911,-1.14578,-20.2412,-0.00132322,0.00553381,0.000540026,0.00557608,-0.00136549,1.49268,0.00854892,7.05549,5.8082
7.36699,4.92586,-0.0500729,0.883726,1193,911,-1.14867,-20.2728,-0.00135186,0.00552988,0.000548723,0.00557336,-0.00139534,1.49173,0.00768915,7.31691,5.80958
7.62854,4.92586,-0.0506636,0.884617,1199,911,-1.16229,-20.2933,-0.00139118,0.005519,0.000566835,0.00556518,-0.00143737,1.48949,0.00721975,7.57787,5.81047
7.89009,4.92586,-0.0504294,0.885131,1205,911,-1.15686,-20.305,-0.00146761,0.00550074,0.000604277,0.00555275,-0.00151963,1.48493,0.00711539,7.83966,5.81099
8.15164,4.92586,-0.0507381,0.885445,1211,911,-1.16396,-20.3123,-0.00153956,0.00547613,0.000661113,0.00553789,-0.00160132,1.47766,0.00733175,8.1009,5.8113
8.41319,4.92586,-0.0512223,0.885955,1217,911,-1.1751,-20.324,-0.00157717,0.00544633,0.000725538,0.0055205,-0.00165134,1.46893,0.00741746,8.36197,5.81181
8.67474,4.92586,-0.051648,0.886908,1223,911,-1.18481,-20.3458,-0.0016011,0.00541401,0.000788842,0.00550162,-0.00168871,1.46019,0.00718084,8.62309,5.81276
8.93629,4.92586,-0.0518609,0.888302,1229,911,-1.18965,-20.3778,-0.0016466,0.00538372,0.000843252,0.00548344,-0.00174633,1.45308,0.0069727,8.88443,5.81416
9.19784,4.92586,-0.0519141,0.890122,1235,911,-1.19095,-20.4196,-0.00175591,0.00536389,0.000906147,0.00547741,-0.00186943,1.44617,0.00724496,9.14592,5.81598
9.45939,4.92586,-0.0520365,0.891753,1241,911,-1.19372,-20.457,-0.00187727,0.00535605,0.000970743,0.00548406,-0.00200529,1.43968,0.00759586,9.40735,5.81761
9.72094,4.92586,-0.0523983,0.893115,1247,911,-1.20206,-20.4882,-0.00198552,0.00535346,0.001018,0.00549205,-0.00212411,1.43549,0.0072182,9.66854,5.81897
9.98249,4.92586,-0.0531965,0.894206,1253,911,-1.22036,-20.5133,-0.00209819,0.0053501,0.00103091,0.00549016,-0.00223825,1.43577,0.00657179,9.92929,5.82006
10.244,4.92586,-0.0544044,0.895491,1259,911,-1.2481,-20.5427,-0.00221743,0.00534355,0.00101073,0.00547633,-0.00235021,1.44017,0.00652068,10.1896,5.82135
10.5056,4.92586,-0.0552132,0.896901,1265,911,-1.26657,-20.5751,-0.00231577,0.00532742,0.000954963,0.00544493,-0.00243328,1.44836,0.00708509,10.4504,5.82276
10.7671,4.92586,-0.0554793,0.898386,1271,911,-1.27276,-20.6091,-0.00234691,0.00529002,0.000866224,0.00538704,-0.00244393,1.45926,0.00749012,10.7117,5.82424
-17.4802,4.66431,-0.0192549,0.799145,623,917,-0.441723,-18.3325,-0.00155994,0.00264709,-0.000180059,0.00265478,-0.00156763,-1.5281,0.00669464,-17.4995,5.46345
-17.2187,4.66431,-0.0198456,0.800196,629,917,-0.455253,-18.3567,-0.00143804,0.00266782,-0.000130199,0.00267194,-0.00144217,-1.53913,0.00664033,-17.2385,5.4645
-16.9571,4.66431,-0.0201329,0.800813,635,917,-0.461847,-18.3708,-0.0014293,0.00270239,-0.000103876,0.002705,-0.00143191,-1.54568,0.00631473,-16.9773,5.46512
-16.6956,4.66431,-0.0203405,0.801419,641,917,-0.466617,-18.3847,-0.00145308,0.0027357,-9.55642e-05,0.00273788,-0.00145525,-1.548,0.0065983,-16.7159,5.46572
-16.434,4.66431,-0.020564,0.802353,647,917,-0.471749,-18.4062,-0.00145462,0.00276588,-9.38638e-05,0.00276796,-0.00145671,-1.54857,0.00767095,-16.4546,5.46666
-16.1725,4.66431,-0.0212291,0.803572,653,917,-0.487024,-18.4341,-0.00144051,0.00279225,-9.07813e-05,0.0027942,-0.00144246,-1.54936,0.00776719,-16.1937,5.46788
-15.9109,4.66431,-0.0218277,0.804567,659,917,-0.500707,-18.4569,-0.00140966,0.00281092,-8.30703e-05,0.00281255,-0.00141129,-1.55112,0.00747273,-15.9328,5.46887
-15.6494,4.66431,-0.0224211,0.805461,665,917,-0.514373,-18.4774,-0.00133737,0.00282111,-6.98913e-05,0.00282229,-0.00133855,-1.554,0.00685042,-15.6718,5.46977
-15.3878,4.66431,-0.0232379,0.806416,671,917,-0.533086,-18.4993,-0.00123786,0.00281971,-6.12856e-05,0.00282064,-0.00123878,-1.5557,0.00660621,-15.4111,5.47072
-15.1263,4.66431,-0.0238871,0.807233,677,917,-0.547953,-18.5181,-0.00113675,0.0028165,-5.77511e-05,0.00281735,-0.00113759,-1.55619,0.00733822,-15.1502,5.47154
-14.8647,4.66431,-0.0239296,0.807975,683,917,-0.548967,-18.5351,-0.00103581,0.00281633,-5.98368e-05,0.00281726,-0.00103674,-1.55527,0.00766114,-14.8887,5.47228
-14.6032,4.66431,-0.0235252,0.808832,689,917,-0.539656,-18.5547,-0.000914578,0.00281609,-6.33386e-05,0.00281716,-0.000915653,-1.55383,0.00743382,-14.6267,5.47314
-14.3417,4.66431,-0.0234294,0.809872,695,917,-0.537478,-18.5786,-0.000794515,0.00281256,-6.40565e-05,0.00281369,-0.000795652,-1.55305,0.00691615,-14.3651,5.47418
-14.0801,4.66431,-0.0239429,0.811024,701,917,-0.549239,-18.6051,-0.000707587,0.00280753,-6.62477e-05,0.00280878,-0.000708836,-1.55196,0.00663582,-14.104,5.47533
-13.8186,4.66431,-0.0241212,0.811918,707,917,-0.55333,-18.6255,-0.000654009,0.00280738,-6.71627e-05,0.00280868,-0.000655312,-1.5514,0.00656914,-13.8427,5.47622
-13.557,4.66431,-0.024052,0.812855,713,917,-0.551782,-18.647,-0.000615771,0.00281747,-5.99108e-05,0.00281851,-0.000616817,-1.55335,0.00687582,-13.5811,5.47716
-13.2955,4.66431,-0.0240653,0.813908,719,917,-0.552068,-18.6712,-0.000603524,0.00284171,-4.91814e-05,0.00284241,-0.000604226,-1.55652,0.00745955,-13.3195,5.47821
-13.0339,4.66431,-0.024366,0.814816,725,917,-0.558984,-18.692,-0.000655023,0.00287893,-5.08368e-05,0.00287966,-0.000655754,-1.55642,0.00752813,-13.0583,5.47912
-12.7724,4.66431,-0.024491,0.815606,731,917,-0.561836,-18.7101,-0.000743849,0.00292175,-6.86386e-05,0.00292304,-0.000745134,-1.55208,0.00734124,-12.7968,5.47991
-12.5108,4.66431,-0.0246453,0.816197,737,917,-0.565385,-18.7237,-0.000825875,0.00296734,-8.89625e-05,0.00296942,-0.00082796,-1.54736,0.00718808,-12.5354,5.4805
-12.2493,4.66431,-0.0250977,0.816806,743,917,-0.575724,-18.7376,-0.000891285,0.00301816,-0.000104485,0.00302095,-0.000894076,-1.5441,0.00725475,-12.2743,5.48111
-11.9877,4.66431,-0.0255925,0.817474,749,917,-0.587086,-18.753,-0.000967863,0.00307665,-0.000122097,0.00308033,-0.000971546,-1.54064,0.00734891,-12.0133,5.48178
-11.7262,4.66431,-0.0261619,0.818527,755,917,-0.600173,-18.7771,-0.00107922,0.003143,-0.000149362,0.00314827,-0.0010845,-1.53548,0.00752567,-11.7523,5.48283
-11.4646,4.66431,-0.026412,0.81944,761,917,-0.605896,-18.7981,-0.00120615,0.00322249,-0.000174864,0.00322938,-0.00121304,-1.53139,0.00736901,-11.491,5.48375
-11.2031,4.66431,-0.0264599,0.819988,767,917,-0.606983,-18.8107,-0.00131668,0.00331032,-0.000195675,0.00331858,-0.00132494,-1.52861,0.00682398,-11.2295,5.48429
-10.9415,4.66431,-0.0265264,0.820254,773,917,-0.608494,-18.8168,-0.00140889,0.00340412,-0.000207849,0.00341308,-0.00141785,-1.52772,0.00700386,-10.968,5.48456
-10.68,4.66431,-0.0265557,0.820446,779,917,-0.609199,-18.8212,-0.00149873,0.00350447,-0.00020718,0.00351303,-0.0015073,-1.52948,0.00761525,-10.7065,5.48475
-10.4184,4.66431,-0.0267206,0.821073,785,917,-0.612982,-18.8356,-0.00155707,0.00361145,-0.000197845,0.00361901,-0.00156463,-1.53259,0.00816748,-10.4451,5.48538
-10.1569,4.66431,-0.0274151,0.822154,791,917,-0.628914,-18.8603,-0.00157583,0.00372118,-0.000181878,0.00372741,-0.00158207,-1.53651,0.00802548,-10.1843,5.48646
-9.8953,4.66431,-0.0285033,0.823205,797,917,-0.653875,-18.8844,-0.00158926,0.0038272,-0.000160396,0.00383194,-0.00159401,-1.54122,0.00748593,-9.92381,5.48751
-9.63375,4.66431,-0.0294425,0.823721,803,917,-0.67544,-18.8963,-0.00160279,0.00392498,-0.000137707,0.00392841,-0.00160622,-1.5459,0.00729397,-9.6632,5.48803
-9.3722,4.66431,-0.030379,0.824064,809,917,-0.696917,-18.9042,-0.00159523,0.00400808,-0.000111826,0.00401031,-0.00159746,-1.55085,0.00777354,-9.40258,5.48837
-9.11065,4.66431,-0.0313501,0.824711,815,917,-0.719166,-18.919,-0.00155331,0.00407575,-8.12354e-05,0.00407692,-0.00155449,-1.55637,0.00778468,-9.142,5.48902
