 "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "Xp",  "Yp"
-0.551045,1.68322,0.00297871,-0.0233829,0.00294398,-0.000250613,-0.0003938,0.00299181,-0.000298441,-0.12086,0.00869932,307,129,1.58382,12.4331,-0.548066,1.65984
-0.532238,1.68322,0.00307955,-0.0234372,0.00317655,-0.000359655,-0.000506827,0.00324776,-0.000430863,-0.139582,0.00876269,317,129,1.63745,12.462,-0.529158,1.65979
-0.513431,1.68322,0.00318321,-0.0234289,0.00319081,-0.000551957,-0.000621039,0.00329116,-0.000652316,-0.160213,0.00884688,327,129,1.69258,12.4575,-0.510247,1.6598
-0.494624,1.68322,0.00329025,-0.0233464,0.00301237,-0.000830952,-0.000711382,0.00313982,-0.000958399,-0.177274,0.00894073,337,129,1.74947,12.4137,-0.491333,1.65988
-0.475817,1.68322,0.0034257,-0.0232829,0.00268404,-0.0011523,-0.000779831,0.0028365,-0.00130476,-0.19307,0.00895086,347,129,1.82151,12.3799,-0.472391,1.65994
-0.45701,1.68322,0.00350685,-0.0232272,0.00224428,-0.00147338,-0.000807778,0.00241221,-0.00164131,-0.204971,0.00901699,357,129,1.86464,12.3503,-0.453503,1.66
-0.438203,1.68322,0.00353962,-0.023157,0.001758,-0.00176671,-0.000806957,0.00193396,-0.00194267,-0.214696,0.0087897,367,129,1.88209,12.313,-0.434663,1.66007
-0.419396,1.68322,0.00352912,-0.0231383,0.00127271,-0.00198885,-0.000801347,0.00145896,-0.0021751,-0.228367,0.00858105,377,129,1.87649,12.303,-0.415867,1.66009
-0.400589,1.68322,0.00350065,-0.023206,0.000822634,-0.00209528,-0.000807244,0.00103107,-0.00230372,-0.252687,0.00865081,387,129,1.86135,12.339,-0.397088,1.66002
-0.381782,1.68322,0.00345623,-0.0233306,0.000464139,-0.00207703,-0.000835554,0.000714257,-0.00232715,-0.290855,0.00891913,397,129,1.83773,12.4053,-0.378325,1.65989
-0.362975,1.68322,0.00341651,-0.0234075,0.000207315,-0.00192337,-0.000852556,0.000506453,-0.00222251,-0.337451,0.00911127,407,129,1.81661,12.4462,-0.359558,1.65982
-0.344168,1.68322,0.0033935,-0.0234355,2.87729e-05,-0.00169039,-0.000800734,0.000343949,-0.00200557,-0.374985,0.0091736,417,129,1.80439,12.4611,-0.340774,1.65979
-0.325361,1.68322,0.0033993,-0.0234388,-6.85956e-05,-0.0014392,-0.000667712,0.000202909,-0.0017107,-0.386199,0.00913739,427,129,1.80747,12.4628,-0.321961,1.65979
-0.306554,1.68322,0.00341755,-0.0233828,-9.88919e-05,-0.00119295,-0.000481003,8.25045e-05,-0.00137435,-0.360629,0.00897978,437,129,1.81716,12.433,-0.303136,1.65984
-0.287747,1.68322,0.00345761,-0.0233122,-0.000124789,-0.00101055,-0.00026732,-5.03657e-05,-0.00108498,-0.271528,0.00891093,447,129,1.83846,12.3955,-0.284289,1.65991
-0.26894,1.68322,0.00347597,-0.0232603,-0.00021191,-0.000889188,-4.60406e-05,-0.000208795,-0.000892304,-0.0675645,0.00894089,457,129,1.84823,12.3679,-0.265464,1.65996
-0.250133,1.68322,0.00348171,-0.0232564,-0.000417385,-0.000861878,0.000152085,-0.00037033,-0.000908933,0.300058,0.00896456,467,129,1.85128,12.3659,-0.246651,1.65997
-0.231326,1.68322,0.00347827,-0.0232496,-0.000756617,-0.00093297,0.000286878,-0.00054467,-0.00114492,0.636298,0.00895062,477,129,1.84946,12.3622,-0.227848,1.65998
-0.212519,1.68322,0.00348883,-0.0232138,-0.00118898,-0.00108517,0.000335361,-0.00079772,-0.00147643,0.862175,0.00874179,487,129,1.85507,12.3432,-0.20903,1.66001
-0.193712,1.68322,0.00347804,-0.0231351,-0.00166329,-0.00130748,0.000339126,-0.00110243,-0.00186834,1.02696,0.00854967,497,129,1.84933,12.3013,-0.190234,1.66009
-0.174905,1.68322,0.00345032,-0.0230404,-0.00215253,-0.0015953,0.000310649,-0.00145663,-0.0022912,1.15094,0.00825956,507,129,1.83459,12.251,-0.171455,1.66018
-0.156098,1.68322,0.00339671,-0.0229483,-0.00256461,-0.00191233,0.000270974,-0.00181445,-0.0026625,1.22416,0.0079792,517,129,1.8061,12.202,-0.152701,1.66028
-0.137291,1.68322,0.00332508,-0.0229,-0.00280119,-0.00225655,0.00024192,-0.00216461,-0.00289313,1.20762,0.00792848,527,129,1.76798,12.1763,-0.133966,1.66032
-0.118484,1.68322,0.00324014,-0.0228812,-0.00284353,-0.00258604,0.000241763,-0.00244088,-0.00298869,1.03006,0.00774672,537,129,1.72286,12.1663,-0.115244,1.66034
-0.099677,1.68322,0.00311984,-0.0228953,-0.00269775,-0.00288085,0.000254327,-0.002519,-0.0030596,0.612633,0.00767711,547,129,1.65888,12.1738,-0.0965572,1.66033
-0.08087,1.68322,0.00299817,-0.0229178,-0.00238132,-0.00308469,0.000244381,-0.00230475,-0.00316126,0.303643,0.00783182,557,129,1.59415,12.1858,-0.0778719,1.66031
-0.062063,1.68322,0.00290875,-0.0229395,-0.00191475,-0.00322013,0.000211209,-0.00188142,-0.00325345,0.156481,0.00825737,567,129,1.54661,12.1974,-0.0591543,1.66029
-0.0432561,1.68322,0.00285939,-0.0228708,-0.00132128,-0.00329614,0.000167949,-0.0013071,-0.00331032,0.0842374,0.00863572,577,129,1.52036,12.1608,-0.0403967,1.66035
-0.0244491,1.68322,0.00280475,-0.0228006,-0.000662366,-0.00334499,0.000138617,-0.000655222,-0.00335213,0.0514892,0.00889011,587,129,1.49134,12.1235,-0.0216443,1.66042
-0.00564209,1.68322,0.00285468,-0.0227079,-1.35655e-05,-0.00342413,0.000110673,-9.97796e-06,-0.00342772,0.0324048,0.00890291,597,129,1.51788,12.0742,-0.00278741,1.66052
0.0131649,1.68322,0.00292401,-0.0226339,0.000568678,-0.00357443,4.66977e-05,0.000569205,-0.00357495,0.0112693,0.00877772,607,129,1.55474,12.0348,0.0160889,1.66059
0.0319719,1.68322,0.00299977,-0.0225343,0.00105531,-0.0038115,-9.72853e-05,0.00105725,-0.00381344,-0.0199789,0.00864144,617,129,1.59503,11.9819,0.0349716,1.66069
0.0507788,1.68322,0.0030613,-0.02251,0.00139279,-0.00412579,-0.000339373,0.00141358,-0.00414659,-0.0611891,0.00853754,627,129,1.62777,11.969,0.0538401,1.66071
0.0695858,1.68322,0.00310274,-0.0225237,0.00152866,-0.00448246,-0.00065882,0.00160002,-0.00455382,-0.107894,0.00879471,637,129,1.64976,11.9763,0.0726886,1.6607
0.0883928,1.68322,0.00313281,-0.0225469,0.00149804,-0.00485969,-0.00102234,0.00165839,-0.00502004,-0.155579,0.00931692,647,129,1.66579,11.9886,0.0915256,1.66068
0.1072,1.68322,0.00317563,-0.0225925,0.00139562,-0.00523245,-0.00134212,0.00165707,-0.0054939,-0.192396,0.00986292,657,129,1.68857,12.0128,0.110375,1.66063
0.126007,1.68322,0.00319583,-0.0225594,0.00124978,-0.00558917,-0.00155224,0.00158561,-0.005925,-0.213064,0.0103502,667,129,1.69929,11.9952,0.129203,1.66067
0.144814,1.68322,0.00321328,-0.0226124,0.00109034,-0.00588826,-0.00164185,0.00145732,-0.00625524,-0.219901,0.0106468,677,129,1.70855,12.0234,0.148027,1.66061
0.163621,1.68322,0.00321064,-0.0226461,0.00101929,-0.00612367,-0.00160329,0.00136265,-0.00646704,-0.210975,0.0105838,687,129,1.70715,12.0413,0.166831,1.66058
0.182428,1.68322,0.00322246,-0.0227226,0.00109608,-0.00625646,-0.00141549,0.00135917,-0.00651955,-0.183769,0.0105659,697,129,1.71342,12.082,0.18565,1.6605
0.201235,1.68322,0.00319514,-0.0228279,0.001281,-0.00627912,-0.00110528,0.00143928,-0.0064374,-0.142234,0.010451,707,129,1.69894,12.138,0.20443,1.6604
0.220042,1.68322,0.00317815,-0.0229109,0.0014991,-0.00616735,-0.000741396,0.00157014,-0.00623839,-0.0955271,0.0101586,717,129,1.68987,12.1821,0.22322,1.66031
0.238849,1.68322,0.00317781,-0.0229114,0.00165368,-0.00594508,-0.000349436,0.00166972,-0.00596111,-0.045857,0.0100034,727,129,1.68972,12.1824,0.242026,1.66031
0.257656,1.68322,0.00322591,-0.0227733,0.00172294,-0.00567544,2.40792e-05,0.00172301,-0.00567552,0.00325461,0.010067,737,129,1.71527,12.109,0.260882,1.66045
0.276463,1.68322,0.00329581,-0.0225844,0.00171066,-0.00535321,0.000350664,0.00172803,-0.00537058,0.0494797,0.00998683,747,129,1.75245,12.0085,0.279758,1.66064
0.29527,1.68322,0.003364,-0.0224427,0.00156579,-0.00501097,0.000626698,0.00162497,-0.00507015,0.0941607,0.00977194,757,129,1.78868,11.9332,0.298634,1.66078
0.314077,1.68322,0.00346765,-0.0223299,0.00130307,-0.0047071,0.000831085,0.00141587,-0.00481991,0.134908,0.00968637,767,129,1.84384,11.8732,0.317544,1.66089
0.332884,1.68322,0.00360092,-0.0222541,0.000960076,-0.00447545,0.000925241,0.00111325,-0.00462863,0.164067,0.00951675,777,129,1.91466,11.8329,0.336484,1.66097
0.351691,1.68322,0.00365085,-0.0222751,0.000572278,-0.00432658,0.000899579,0.000732245,-0.00448654,0.175984,0.0096551,787,129,1.94124,11.8441,0.355341,1.66095
0.370498,1.68322,0.00363524,-0.0223383,0.000162771,-0.00423364,0.000766438,0.000292555,-0.00436342,0.167743,0.00980669,797,129,1.93294,11.8777,0.374133,1.66089
0.389304,1.68322,0.00352505,-0.0223839,-0.000233465,-0.00415555,0.000552473,-0.000157128,-0.00423189,0.137303,0.0101835,807,129,1.8743,11.9019,0.39283,1.66084
0.408111,1.68322,0.00346076,-0.022389,-0.000557791,-0.00404376,0.000296001,-0.000532835,-0.00406872,0.0841097,0.0104106,817,129,1.84015,11.9046,0.411572,1.66084
0.426918,1.68322,0.003378,-0.0223347,-0.000749626,-0.00387178,6.4977e-05,-0.000748274,-0.00387313,0.0207996,0.0107021,827,129,1.79617,11.8758,0.430296,1.66089
0.445725,1.68322,0.00331234,-0.0222664,-0.000793394,-0.00361032,-9.37577e-05,-0.000790277,-0.00361344,-0.0332347,0.0107494,837,129,1.76125,11.8394,0.449038,1.66096
0.464532,1.68322,0.00329398,-0.0221782,-0.00070444,-0.0032682,-0.000174982,-0.000692553,-0.00328009,-0.0678329,0.0104568,847,129,1.75148,11.7926,0.467826,1.66105
0.483339,1.68322,0.00330947,-0.0221455,-0.000452272,-0.00287085,-0.000168618,-0.000440573,-0.00288255,-0.0692714,0.0105112,857,129,1.75973,11.7752,0.486649,1.66108
0.502146,1.68322,0.00333874,-0.0221343,-5.69332e-05,-0.00246315,-7.82373e-05,-5.43919e-05,-0.00246569,-0.0324689,0.0104214,867,129,1.77524,11.7692,0.505485,1.66109
0.520953,1.68322,0.00335723,-0.0221089,0.000397482,-0.00209762,5.81795e-05,0.000398838,-0.00209898,0.0233006,0.0102204,877,129,1.78508,11.7557,0.524311,1.66112
0.53976,1.68322,0.00337869,-0.0220574,0.000774998,-0.00178231,0.00022932,0.000795399,-0.00180271,0.0887295,0.0101939,887,129,1.7965,11.7283,0.543139,1.66117
0.558567,1.68322,0.00339017,-0.0220597,0.00104059,-0.00157483,0.000401603,0.00110087,-0.00163511,0.148981,0.0102151,897,129,1.80261,11.7295,0.561957,1.66116
0.577374,1.68322,0.00341186,-0.0220385,0.00121002,-0.0014726,0.000559875,0.00132218,-0.00158476,0.197712,0.0102178,907,129,1.81414,11.7183,0.580786,1.66119
0.596181,1.68322,0.00345009,-0.0219817,0.00122544,-0.00145269,0.000712825,0.00140335,-0.0016306,0.244588,0.01012,917,129,1.83446,11.6881,0.599631,1.66124
0.614988,1.68322,0.00349876,-0.0218949,0.00112147,-0.00149407,0.000877601,0.00138864,-0.00176125,0.295521,0.0101031,927,129,1.86034,11.6419,0.618487,1.66133
0.633795,1.68322,0.0035829,-0.0218051,0.0009505,-0.00160326,0.00103279,0.0013159,-0.00196866,0.340052,0.0100475,937,129,1.90506,11.5942,0.637378,1.66142
0.652602,1.68322,0.00364144,-0.0217467,0.000746447,-0.00175593,0.00114754,0.001193,-0.00220248,0.371107,0.00994149,947,129,1.9362,11.5631,0.656244,1.66148
0.671409,1.68322,0.00364431,-0.0216804,0.000520428,-0.00192901,0.00121049,0.00101769,-0.00242628,0.389778,0.00971529,957,129,1.93772,11.5279,0.675053,1.66154
0.690216,1.68322,0.00362055,-0.0216349,0.000288197,-0.00209979,0.0012129,0.00079619,-0.00260778,0.396627,0.00944284,967,129,1.9251,11.5036,0.693837,1.66159
0.709023,1.68322,0.00363375,-0.0215815,9.0533e-05,-0.00226679,0.00115607,0.000562856,-0.00273911,0.387862,0.00912411,977,129,1.93214,11.4752,0.712657,1.66164
0.72783,1.68322,0.00361447,-0.0215813,-6.11814e-05,-0.00242272,0.00103704,0.000329567,-0.00281347,0.360341,0.00898296,987,129,1.92187,11.4752,0.731445,1.66164
0.746637,1.68322,0.00357418,-0.0215724,-0.000146331,-0.00258904,0.000880635,0.000138045,-0.00287342,0.312351,0.00903259,997,129,1.90045,11.4704,0.750211,1.66165
0.765444,1.68322,0.00355535,-0.021554,-0.000149955,-0.00277406,0.000732153,4.05008e-05,-0.00296451,0.254491,0.00900652,1007,129,1.89045,11.4606,0.768999,1.66167
0.784251,1.68322,0.00355719,-0.0215331,-7.16804e-05,-0.00298563,0.000601256,4.75064e-05,-0.00310481,0.195693,0.00925867,1017,129,1.89139,11.4495,0.787808,1.66169
0.803058,1.68322,0.00356097,-0.0215212,8.82983e-05,-0.00322848,0.000463517,0.000151856,-0.00329204,0.136272,0.00959921,1027,129,1.89341,11.4432,0.806619,1.6617
0.821865,1.68322,0.00354789,-0.0215192,0.000280688,-0.00352144,0.000312384,0.000306183,-0.00354694,0.0814326,0.00980249,1037,129,1.88647,11.4421,0.825413,1.66171
0.840672,1.68322,0.00352837,-0.0215777,0.000437187,-0.00380378,0.000166864,0.000443742,-0.00381033,0.0392648,0.0100184,1047,129,1.8761,11.4732,0.8442,1.66165
0.859479,1.68322,0.00354284,-0.0215808,0.00054487,-0.00410289,8.54629e-06,0.000544886,-0.0041029,0.00183879,0.0100795,1057,129,1.88381,11.4749,0.863022,1.66164
0.878286,1.68322,0.00355202,-0.0216111,0.000602799,-0.00438239,-0.000169925,0.000608585,-0.00438818,-0.0340333,0.0103466,1067,129,1.88868,11.491,0.881838,1.66161
0.897093,1.68322,0.00357934,-0.0215973,0.000607526,-0.00465114,-0.000349342,0.000630632,-0.00467424,-0.0660448,0.0106445,1077,129,1.9032,11.4837,0.900672,1.66163
0.9159,1.68322,0.00363077,-0.0215162,0.000484524,-0.00479242,-0.000543291,0.000539878,-0.00484777,-0.101536,0.0107809,1087,129,1.9305,11.4405,0.919531,1.66171
0.934707,1.68322,0.00368564,-0.0214241,0.000231255,-0.00478555,-0.000741569,0.000338575,-0.00489287,-0.143723,0.0108452,1097,129,1.95973,11.3916,0.938393,1.6618
0.953514,1.68322,0.00369826,-0.0213516,-0.000155244,-0.00463048,-0.000950461,3.82508e-05,-0.00482398,-0.200835,0.0107622,1107,129,1.96639,11.353,0.957212,1.66187
0.972321,1.68322,0.00366451,-0.0213568,-0.000701358,-0.00433953,-0.00118952,-0.00034696,-0.00469393,-0.28956,0.0105581,1117,129,1.94854,11.3558,0.975985,1.66187
0.991128,1.68322,0.00364156,-0.0214041,-0.00141343,-0.00394587,-0.00149612,-0.000719632,-0.00463967,-0.434217,0.010536,1127,129,1.93623,11.3809,0.994769,1.66182
1.00993,1.68322,0.00361194,-0.021501,-0.00225741,-0.00350486,-0.00189732,-0.000883922,-0.00487835,-0.626593,0.0115232,1137,129,1.92055,11.4324,1.01355,1.66172
-1.04003,1.66442,0.0029945,-0.0240829,0.000605288,-0.00380686,0.00107055,0.000851321,-0.00405289,0.225898,0.00990336,47,139,1.59223,12.8053,-1.03703,1.64033
-1.02122,1.66442,0.00301531,-0.0239984,0.00099079,-0.00387823,0.000415236,0.00102595,-0.00391339,0.0844684,0.00977264,57,139,1.60329,12.7604,-1.0182,1.64042
-1.00241,1.66442,0.00303222,-0.023954,0.00136991,-0.00393835,-9.1869e-05,0.0013715,-0.00393994,-0.0172999,0.00964951,67,139,1.61228,12.7367,-0.99938,1.64046
-0.983605,1.66442,0.00306535,-0.0239395,0.00173133,-0.00400203,-0.000416982,0.0017615,-0.0040322,-0.0722225,0.00934646,77,139,1.62989,12.729,-0.98054,1.64048
-0.964798,1.66442,0.0031094,-0.023914,0.0020148,-0.00407261,-0.000531718,0.00206089,-0.0041187,-0.0864746,0.00908333,87,139,1.65332,12.7155,-0.961689,1.6405
-0.945991,1.66442,0.00317366,-0.0239039,0.00215611,-0.00415082,-0.000450686,0.00218815,-0.00418286,-0.0709783,0.00911336,97,139,1.6875,12.7101,-0.942817,1.64051
-0.927184,1.66442,0.00322299,-0.0239692,0.00211465,-0.00421042,-0.000240412,0.00212378,-0.00421955,-0.0379364,0.00917297,107,139,1.71373,12.7448,-0.923961,1.64045
-0.908377,1.66442,0.00328564,-0.0240767,0.00187432,-0.0042135,4.31298e-05,0.00187462,-0.00421381,0.00708413,0.0095496,117,139,1.74703,12.802,-0.905092,1.64034
-0.88957,1.66442,0.00333381,-0.0241435,0.00150428,-0.00415902,0.000297473,0.00151986,-0.00417461,0.0523344,0.0100163,127,139,1.77264,12.8375,-0.886236,1.64027
-0.870763,1.66442,0.00340056,-0.0241342,0.000996045,-0.00402135,0.000565761,0.00105905,-0.00408436,0.110905,0.0104588,137,139,1.80813,12.8325,-0.867363,1.64028
-0.851956,1.66442,0.00346401,-0.0240557,0.000378119,-0.00382822,0.000811356,0.000529195,-0.00397929,0.184093,0.0105238,147,139,1.84187,12.7908,-0.848492,1.64036
-0.833149,1.66442,0.00349466,-0.0239317,-0.000315194,-0.0035798,0.00100196,-3.22063e-05,-0.00386279,0.275264,0.01021,157,139,1.85817,12.7249,-0.829655,1.64049
-0.814342,1.66442,0.00349015,-0.0237209,-0.00102837,-0.00328054,0.0011309,-0.00055852,-0.00375039,0.393767,0.00983848,167,139,1.85578,12.6128,-0.810852,1.6407
-0.795535,1.66442,0.00344644,-0.0235852,-0.00169294,-0.00292346,0.00120138,-0.000958437,-0.00365796,0.548746,0.00959283,177,139,1.83253,12.5407,-0.792089,1.64083
-0.776728,1.66442,0.00336164,-0.0234992,-0.0022511,-0.00251168,0.00121505,-0.00115937,-0.00360341,0.731986,0.00934168,187,139,1.78744,12.495,-0.773367,1.64092
-0.757921,1.66442,0.00325819,-0.0234507,-0.00264819,-0.00208059,0.00116415,-0.00116615,-0.00356264,0.904958,0.00927084,197,139,1.73244,12.4691,-0.754663,1.64097
-0.739114,1.66442,0.00314484,-0.0234308,-0.00283555,-0.00162627,0.00103356,-0.00103348,-0.00342834,1.05006,0.00925986,207,139,1.67216,12.4586,-0.735969,1.64099
-0.720307,1.66442,0.00304351,-0.0234199,-0.00279479,-0.00114635,0.000838187,-0.000795026,-0.00314611,1.1739,0.00928278,217,139,1.61829,12.4528,-0.717264,1.641
-0.7015,1.66442,0.00295879,-0.0234804,-0.00251599,-0.000667673,0.000602047,-0.000488867,-0.00269479,1.2821,0.00937364,227,139,1.57325,12.4849,-0.698542,1.64094
-0.682693,1.66442,0.00288917,-0.0234674,-0.00201751,-0.000208499,0.000339309,-0.000146951,-0.00207906,1.39135,0.00945301,237,139,1.53622,12.478,-0.679804,1.64095
-0.663886,1.66442,0.00283893,-0.0234468,-0.0013498,0.000222003,0.000109496,0.000229594,-0.00135739,1.50158,0.0093806,247,139,1.5095,12.4671,-0.661048,1.64097
-0.645079,1.66442,0.00281404,-0.0234031,-0.00054678,0.000566545,-4.86708e-05,0.000568669,-0.000548904,-1.52719,0.00930565,257,139,1.49627,12.4438,-0.642265,1.64101
-0.626272,1.66442,0.00280016,-0.0233262,0.000347887,0.000809421,-0.000164202,0.000861877,0.00029543,-1.26158,0.00915995,267,139,1.48891,12.4029,-0.623472,1.64109
-0.607465,1.66442,0.00280894,-0.0232871,0.00123059,0.000971138,-0.000248605,0.00138128,0.000820449,-0.544922,0.00904548,277,139,1.49357,12.3821,-0.604657,1.64113
-0.588658,1.66442,0.00285835,-0.023265,0.0019976,0.00104869,-0.000305081,0.00208722,0.000959068,-0.285725,0.00897942,287,139,1.51985,12.3704,-0.5858,1.64115
-0.569852,1.66442,0.00293153,-0.0233419,0.00258924,0.00106533,-0.000333725,0.00265911,0.00099545,-0.206409,0.00897242,297,139,1.55876,12.4113,-0.56692,1.64108
-0.551045,1.66442,0.00302089,-0.0233833,0.00298284,0.000989832,-0.000367502,0.00304845,0.000924226,-0.176658,0.00905034,307,139,1.60628,12.4333,-0.548024,1.64103
-0.532238,1.66442,0.00313092,-0.0234748,0.00316533,0.000840614,-0.000429931,0.00324229,0.000763651,-0.177136,0.00912758,317,139,1.66478,12.4819,-0.529107,1.64094
-0.513431,1.66442,0.00321787,-0.0233982,0.00312929,0.000621883,-0.000500464,0.00322549,0.000525684,-0.189903,0.00915441,327,139,1.711,12.4413,-0.510213,1.64102
-0.494624,1.66442,0.00333375,-0.0233267,0.00290857,0.000331777,-0.000560043,0.00302503,0.00021532,-0.205021,0.0092202,337,139,1.77262,12.4032,-0.49129,1.64109
-0.475817,1.66442,0.00345112,-0.0232436,0.00255151,4.85863e-06,-0.000608759,0.00268955,-0.000133179,-0.222982,0.00916105,347,139,1.83503,12.359,-0.472365,1.64117
-0.45701,1.66442,0.00351753,-0.0231787,0.00209297,-0.000328941,-0.000630878,0.00224745,-0.000483423,-0.240144,0.0091228,357,139,1.87034,12.3245,-0.453492,1.64124
-0.438203,1.66442,0.00354835,-0.0231044,0.00159699,-0.000642219,-0.00064161,0.0017678,-0.000813033,-0.260191,0.00886265,367,139,1.88672,12.285,-0.434654,1.64131
-0.419396,1.66442,0.00354542,-0.0230794,0.0011158,-0.000896741,-0.000659785,0.00131282,-0.00109376,-0.290176,0.00872809,377,139,1.88517,12.2717,-0.41585,1.64134
-0.400589,1.66442,0.00353159,-0.0231447,0.000683811,-0.0010587,-0.000695854,0.000927589,-0.00130247,-0.336968,0.0088732,387,139,1.8778,12.3064,-0.397057,1.64127
-0.381782,1.66442,0.00348803,-0.0232586,0.000342566,-0.00111943,-0.000755281,0.000662666,-0.00143953,-0.400867,0.00919269,397,139,1.85463,12.367,-0.378294,1.64116
-0.362975,1.66442,0.00345181,-0.0233301,9.393e-05,-0.00106905,-0.000798428,0.000500173,-0.0014753,-0.470666,0.00947476,407,139,1.83539,12.405,-0.359523,1.64109
-0.344168,1.66442,0.00343385,-0.0233555,-7.37131e-05,-0.0009464,-0.00076573,0.000371271,-0.00139138,-0.526424,0.0096066,417,139,1.82583,12.4185,-0.340734,1.64106
-0.325361,1.66442,0.00343247,-0.0233456,-0.00015255,-0.000790799,-0.00065027,0.000252681,-0.00119603,-0.557285,0.00963646,427,139,1.82509,12.4133,-0.321928,1.64107
-0.306554,1.66442,0.00344647,-0.0232948,-0.000162148,-0.000614013,-0.000476059,0.000138871,-0.000915032,-0.563842,0.00956432,437,139,1.83254,12.3862,-0.303107,1.64112
-0.287747,1.66442,0.00349262,-0.0232993,-0.0001627,-0.000458801,-0.000271286,-1.69565e-06,-0.000619805,-0.535617,0.00952213,447,139,1.8571,12.3886,-0.284254,1.64112
-0.26894,1.66442,0.00349497,-0.0232554,-0.000220503,-0.000322088,-5.60376e-05,-0.000195664,-0.000346927,-0.417228,0.00954177,457,139,1.85834,12.3653,-0.265445,1.64116
-0.250133,1.66442,0.00350484,-0.0233069,-0.000393091,-0.000231325,0.000144464,-0.000146642,-0.000477773,1.0406,0.00958697,467,139,1.8636,12.3927,-0.246628,1.64111
-0.231326,1.66442,0.00350031,-0.0232841,-0.000691638,-0.000199185,0.000291143,-6.41088e-05,-0.000826714,1.1364,0.00952728,477,139,1.86117,12.3805,-0.227826,1.64113
-0.212519,1.66442,0.00349291,-0.023223,-0.00108632,-0.000225351,0.000363397,-9.24763e-05,-0.0012192,1.22025,0.00929418,487,139,1.85724,12.3481,-0.209026,1.64119
-0.193712,1.66442,0.00347649,-0.0231039,-0.00153611,-0.000313966,0.000394678,-0.00019759,-0.00165249,1.28406,0.00918146,497,139,1.8485,12.2847,-0.190235,1.64131
-0.174905,1.66442,0.00345422,-0.022973,-0.00200438,-0.000464108,0.000394426,-0.000368981,-0.00209951,1.33414,0.00892922,507,139,1.83667,12.2152,-0.171451,1.64144
-0.156098,1.66442,0.00341898,-0.0228588,-0.00240219,-0.00065727,0.000375783,-0.000579783,-0.00247968,1.36745,0.00860659,517,139,1.81791,12.1544,-0.152679,1.64156
-0.137291,1.66442,0.00337444,-0.0228197,-0.00264,-0.000887473,0.00035484,-0.000818353,-0.00270912,1.37841,0.00854801,527,139,1.79426,12.1336,-0.133917,1.6416
-0.118484,1.66442,0.00329845,-0.0228155,-0.00269757,-0.00112359,0.000347289,-0.00105037,-0.00277079,1.363,0.00818598,537,139,1.75387,12.1314,-0.115186,1.6416
-0.099677,1.66442,0.00317242,-0.0228408,-0.00257864,-0.00134237,0.000336914,-0.00125651,-0.00266449,1.32128,0.00799874,547,139,1.6868,12.1448,-0.0965046,1.64158
-0.08087,1.66442,0.00303651,-0.0228582,-0.00229458,-0.00150088,0.000294564,-0.0014035,-0.00239195,1.25153,0.00822817,557,139,1.61459,12.1541,-0.0778335,1.64156
-0.062063,1.66442,0.00294571,-0.022866,-0.00186629,-0.00160835,0.000226801,-0.00147642,-0.00199822,1.04391,0.00857827,567,139,1.56629,12.1582,-0.0591173,1.64155
-0.0432561,1.66442,0.0029045,-0.0227725,-0.00131745,-0.00166809,0.000152319,-0.00126053,-0.00172502,0.357659,0.00887706,577,139,1.54439,12.1085,-0.0403516,1.64165
-0.0244491,1.66442,0.00284251,-0.0227066,-0.00069616,-0.00169837,9.64419e-05,-0.000686964,-0.00170757,0.0950665,0.00920622,587,139,1.51144,12.0735,-0.0216066,1.64171
-0.00564209,1.66442,0.0028766,-0.0226029,-6.99579e-05,-0.00173291,4.93419e-05,-6.84952e-05,-0.00173437,0.0296364,0.00928975,597,139,1.52954,12.0183,-0.00276549,1.64181
0.0131649,1.66442,0.00294135,-0.0225193,0.000506068,-0.00179952,-1.95882e-05,0.000506235,-0.00179969,-0.00849512,0.00919286,607,139,1.56397,11.9739,0.0161062,1.6419
0.0319719,1.66442,0.00302675,-0.0224329,0.000995806,-0.00191504,-0.000153381,0.00100387,-0.0019231,-0.0524991,0.00907825,617,139,1.60936,11.928,0.0349986,1.64198
0.0507788,1.66442,0.00308793,-0.0224223,0.0013391,-0.00207928,-0.000372057,0.00137913,-0.0021193,-0.107168,0.00893967,627,139,1.64192,11.9223,0.0538668,1.642
0.0695858,1.66442,0.00313844,-0.0224299,0.00149156,-0.00227353,-0.000655279,0.00160235,-0.00238431,-0.167482,0.00901704,637,139,1.66878,11.9264,0.0727243,1.64199
