 "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "Xp",  "Yp"
0.332884,0.441964,0.00480035,-0.0224607,0.00142533,-0.0013887,-0.00011067,0.00142968,-0.00139305,-0.0392471,0.0064143,777,789,2.55242,11.9427,0.337684,0.419503
0.351691,0.441964,0.00484007,-0.0224712,0.00121047,-0.00128139,-0.000114785,0.00121575,-0.00128667,-0.0459341,0.00645713,787,789,2.57352,11.9483,0.356531,0.419493
0.370498,0.441964,0.00484982,-0.0224586,0.000949217,-0.00118794,-0.000112676,0.000955141,-0.00119386,-0.0525283,0.00611265,797,789,2.57871,11.9417,0.375347,0.419505
0.389304,0.441964,0.00481619,-0.0224348,0.000673127,-0.00111007,-0.000104242,0.0006792,-0.00111614,-0.0581939,0.0056146,807,789,2.56084,11.9289,0.394121,0.419529
0.408111,0.441964,0.00477831,-0.0223917,0.000406807,-0.00104827,-9.23066e-05,0.000412639,-0.0010541,-0.0631004,0.0051296,817,789,2.54069,11.9061,0.41289,0.419572
0.426918,0.441964,0.00473193,-0.0223444,0.0001761,-0.00100187,-7.97021e-05,0.000181468,-0.00100724,-0.0672518,0.00482904,827,789,2.51606,11.8809,0.43165,0.41962
0.445725,0.441964,0.00469842,-0.0223052,6.80028e-06,-0.00096929,-6.22002e-05,1.0748e-05,-0.000973237,-0.0633821,0.0045126,837,789,2.49821,11.8601,0.450424,0.419659
0.464532,0.441964,0.00469451,-0.0222776,-9.66838e-05,-0.000950763,-4.9441e-05,-9.38313e-05,-0.000953615,-0.0576315,0.00475469,847,789,2.49615,11.8454,0.469227,0.419686
0.483339,0.441964,0.00471701,-0.0222568,-0.000134336,-0.000942031,-4.73749e-05,-0.000131567,-0.0009448,-0.0583876,0.00517426,857,789,2.50814,11.8343,0.488056,0.419707
0.502146,0.441964,0.00474502,-0.0222466,-0.000125687,-0.000937791,-5.23141e-05,-0.000122331,-0.000941147,-0.0640651,0.00551402,867,789,2.52304,11.8289,0.506891,0.419717
0.520953,0.441964,0.00476591,-0.0222385,-9.8716e-05,-0.000934934,-6.37491e-05,-9.3884e-05,-0.000939766,-0.0756523,0.0057421,877,789,2.5341,11.8246,0.525719,0.419726
0.53976,0.441964,0.00478738,-0.0222216,-7.82592e-05,-0.000929536,-7.68434e-05,-7.13783e-05,-0.000936417,-0.0893064,0.00574159,887,789,2.54552,11.8156,0.544548,0.419742
0.558567,0.441964,0.00479782,-0.0222146,-7.83394e-05,-0.000918482,-8.65062e-05,-6.95247e-05,-0.000927297,-0.101547,0.00559679,897,789,2.55109,11.8119,0.563365,0.419749
0.577374,0.441964,0.00478474,-0.0221866,-9.48791e-05,-0.000903436,-8.84761e-05,-8.53109e-05,-0.000913004,-0.107726,0.00518785,907,789,2.54413,11.797,0.582159,0.419777
0.596181,0.441964,0.00476212,-0.0221536,-0.000127664,-0.000888096,-7.86088e-05,-0.000119623,-0.000896137,-0.101938,0.00477874,917,789,2.5321,11.7795,0.600943,0.41981
0.614988,0.441964,0.00473102,-0.0221207,-0.000165882,-0.000875258,-5.66748e-05,-0.000161383,-0.000879758,-0.0792241,0.00445762,927,789,2.51556,11.762,0.619719,0.419843
0.633795,0.441964,0.00470817,-0.0220915,-0.000184223,-0.000868679,-2.97925e-05,-0.000182929,-0.000869973,-0.0434178,0.00445305,937,789,2.50344,11.7465,0.638503,0.419872
0.652602,0.441964,0.00469371,-0.0220627,-0.000157589,-0.000870059,-4.33701e-06,-0.000157562,-0.000870085,-0.00608698,0.00473698,947,789,2.49573,11.7311,0.657296,0.419901
0.671409,0.441964,0.00468854,-0.0220351,-8.34445e-05,-0.00088061,1.35852e-05,-8.32131e-05,-0.000880841,0.0170353,0.0050669,957,789,2.49301,11.7165,0.676098,0.419929
0.690216,0.441964,0.00469095,-0.0220079,3.38209e-05,-0.000896844,1.99543e-05,3.42485e-05,-0.000897272,0.0214277,0.00523181,967,789,2.49426,11.702,0.694907,0.419956
0.709023,0.441964,0.00469979,-0.0219881,0.000192547,-0.00091552,1.06528e-05,0.000192649,-0.000915623,0.00961271,0.00523752,977,789,2.49895,11.6915,0.713723,0.419976
0.72783,0.441964,0.00471139,-0.0219681,0.000378,-0.000933451,-1.40335e-05,0.00037815,-0.000933601,-0.0106991,0.00511733,987,789,2.50513,11.6808,0.732542,0.419996
0.746637,0.441964,0.00472574,-0.0219498,0.000578657,-0.000948994,-4.39289e-05,0.000579919,-0.000950257,-0.0287242,0.00490687,997,789,2.51278,11.6711,0.751363,0.420014
0.765444,0.441964,0.00473848,-0.021921,0.000774548,-0.000960395,-7.44339e-05,0.000777736,-0.000963583,-0.042798,0.00468539,1007,789,2.51951,11.6558,0.770183,0.420043
0.784251,0.441964,0.00475237,-0.0218958,0.000943558,-0.00096813,-0.00010473,0.000949279,-0.000973851,-0.0545662,0.00452669,1017,789,2.52689,11.6424,0.789003,0.420068
0.803058,0.441964,0.00476901,-0.0218598,0.00107932,-0.000972084,-0.000131189,0.00108767,-0.00098044,-0.0636056,0.00452763,1027,789,2.53575,11.6233,0.807827,0.420104
0.821865,0.441964,0.00478462,-0.0218209,0.00117344,-0.00097313,-0.000151647,0.0011841,-0.00098379,-0.0701817,0.00464031,1037,789,2.54411,11.6025,0.82665,0.420143
0.840672,0.441964,0.00481401,-0.0217929,0.00121333,-0.000972541,-0.000164842,0.0012257,-0.000984902,-0.0748482,0.00488348,1047,789,2.5597,11.5876,0.845486,0.420171
0.859479,0.441964,0.00484982,-0.0217911,0.00119375,-0.000972162,-0.000169972,0.001207,-0.000985419,-0.0778409,0.00537545,1057,789,2.57871,11.5868,0.864329,0.420173
0.878286,0.441964,0.00489206,-0.0217876,0.00111851,-0.000971906,-0.000167382,0.00113182,-0.000985224,-0.079397,0.00592349,1067,789,2.60125,11.5848,0.883178,0.420176
0.897093,0.441964,0.00494326,-0.0217665,0.00100912,-0.000974488,-0.000152444,0.00102077,-0.000986135,-0.0762551,0.00645124,1077,789,2.62836,11.5736,0.902036,0.420198
0.9159,0.441964,0.00497127,-0.0217644,0.000829366,-0.000986956,-0.000124079,0.000837803,-0.000995393,-0.0678932,0.0067093,1087,789,2.64329,11.5725,0.920871,0.4202
0.934707,0.441964,0.00499193,-0.0217458,0.000569752,-0.00101328,-8.52251e-05,0.000574327,-0.00101786,-0.05363,0.0068281,1097,789,2.65424,11.5626,0.939699,0.420218
0.953514,0.441964,0.00500846,-0.0217183,0.000227916,-0.00105544,-4.26906e-05,0.000229335,-0.00105686,-0.0332158,0.00669691,1107,789,2.66311,11.548,0.958522,0.420246
0.972321,0.441964,0.00499997,-0.0216995,-0.000188642,-0.00111052,-9.04941e-06,-0.000188553,-0.00111061,-0.009815,0.00633579,1117,789,2.65861,11.538,0.977321,0.420264
0.991128,0.441964,0.00497953,-0.0217047,-0.000661959,-0.00116759,-5.61908e-06,-0.000661896,-0.00116765,-0.0111112,0.00632404,1127,789,2.64777,11.5408,0.996107,0.420259
1.00993,0.441964,0.00496002,-0.0217277,-0.00116061,-0.00120893,-5.46625e-05,-0.00112501,-0.00124453,-0.577302,0.00756451,1137,789,2.63727,11.553,1.01489,0.420236
-1.04003,0.423157,0.00432523,-0.0241616,-0.0017435,-0.00402909,0.000496665,-0.00164024,-0.00413235,0.204989,0.00509274,47,799,2.2998,12.8472,-1.0357,0.398995
-1.02122,0.423157,0.00428176,-0.0241249,-0.000922816,-0.00389971,0.000348136,-0.000882644,-0.00393988,0.114881,0.00536667,57,799,2.27669,12.8276,-1.01694,0.399032
-1.00241,0.423157,0.00426126,-0.0240968,-9.42201e-05,-0.00376942,0.000223091,-8.07276e-05,-0.00378291,0.060406,0.00582768,67,799,2.26578,12.8127,-0.998151,0.39906
-0.983605,0.423157,0.0042676,-0.0240721,0.000677935,-0.00363986,0.000124731,0.000681536,-0.00364346,0.0288556,0.00610825,77,799,2.26916,12.7996,-0.979338,0.399085
-0.964798,0.423157,0.00429612,-0.0240543,0.00132404,-0.00351251,5.37011e-05,0.00132463,-0.00351311,0.0111014,0.00617858,87,799,2.28433,12.7901,-0.960502,0.399103
-0.945991,0.423157,0.00433423,-0.0240335,0.00179193,-0.00339119,5.33712e-06,0.00179194,-0.0033912,0.00102971,0.00604405,97,799,2.30459,12.7791,-0.941657,0.399124
-0.927184,0.423157,0.0043841,-0.0240108,0.00205725,-0.00327601,-2.85019e-05,0.0020574,-0.00327616,-0.00534397,0.00584723,107,799,2.3311,12.767,-0.9228,0.399146
-0.908377,0.423157,0.00445727,-0.0239845,0.00209715,-0.00316776,-4.84491e-05,0.0020976,-0.00316821,-0.00920123,0.00567356,117,799,2.37001,12.753,-0.90392,0.399173
-0.88957,0.423157,0.00455344,-0.0239508,0.00199054,-0.00306491,-6.40216e-05,0.00199135,-0.00306572,-0.0126612,0.00557816,127,799,2.42114,12.7351,-0.885017,0.399206
-0.870763,0.423157,0.0046465,-0.0239126,0.00168953,-0.00296784,-6.50844e-05,0.00169044,-0.00296875,-0.0139708,0.00561821,137,799,2.47063,12.7147,-0.866117,0.399245
-0.851956,0.423157,0.00472267,-0.0238781,0.00120426,-0.00287752,-5.66489e-05,0.00120504,-0.0028783,-0.0138749,0.00587495,147,799,2.51113,12.6964,-0.847234,0.399279
-0.833149,0.423157,0.00476298,-0.0238461,0.000570699,-0.00279246,-4.55213e-05,0.000571314,-0.00279307,-0.013532,0.00621572,157,799,2.53257,12.6794,-0.828386,0.399311
-0.814342,0.423157,0.00477128,-0.0238197,-0.000152263,-0.00271172,-3.34631e-05,-0.000151826,-0.00271216,-0.0130713,0.00636161,167,799,2.53698,12.6654,-0.809571,0.399337
-0.795535,0.423157,0.00474381,-0.0238025,-0.000899541,-0.00263461,-2.20856e-05,-0.00089926,-0.00263489,-0.0127262,0.00624185,177,799,2.52237,12.6562,-0.790791,0.399355
-0.776728,0.423157,0.00471905,-0.023784,-0.001616,-0.00256067,-1.31573e-05,-0.00161582,-0.00256086,-0.0139243,0.00603882,187,799,2.5092,12.6463,-0.772009,0.399373
-0.757921,0.423157,0.00465043,-0.0237774,-0.00223913,-0.00248994,-8.28675e-06,-0.00223886,-0.00249021,-0.0329921,0.00570584,197,799,2.47272,12.6429,-0.753271,0.39938
-0.739114,0.423157,0.00456899,-0.0237633,-0.00271017,-0.00242185,-9.77709e-06,-0.00242151,-0.0027105,-1.53694,0.00544106,207,799,2.42942,12.6354,-0.734545,0.399394
-0.720307,0.423157,0.0044728,-0.023745,-0.00297946,-0.00235595,-1.81745e-05,-0.00235543,-0.00297999,-1.54168,0.00522998,217,799,2.37826,12.6256,-0.715835,0.399412
-0.7015,0.423157,0.00437434,-0.0237378,-0.00300571,-0.00229315,-3.26668e-05,-0.00229166,-0.00300721,-1.52508,0.00516252,227,799,2.32592,12.6218,-0.697126,0.399419
-0.682693,0.423157,0.00427304,-0.0237364,-0.00276714,-0.0022319,-5.01041e-05,-0.00222725,-0.00277179,-1.47826,0.00524542,237,799,2.27206,12.621,-0.67842,0.399421
-0.663886,0.423157,0.00420548,-0.0237397,-0.00226803,-0.00217188,-6.55489e-05,-0.00213867,-0.00230125,-1.1018,0.0053594,247,799,2.23613,12.6228,-0.659681,0.399417
-0.645079,0.423157,0.00414123,-0.023736,-0.00154473,-0.00211676,-7.46585e-05,-0.00153515,-0.00212635,-0.127667,0.00542912,257,799,2.20196,12.6209,-0.640938,0.399421
-0.626272,0.423157,0.00409388,-0.0237111,-0.000642032,-0.00206812,-7.92478e-05,-0.000637642,-0.00207251,-0.0553429,0.00536502,267,799,2.17679,12.6076,-0.622179,0.399446
-0.607465,0.423157,0.00407649,-0.0236793,0.000346812,-0.00202835,-8.38141e-05,0.000349766,-0.00203131,-0.0352293,0.00519671,277,799,2.16756,12.5907,-0.603389,0.399478
-0.588658,0.423157,0.0040742,-0.0236558,0.00132197,-0.00200045,-8.87874e-05,0.00132434,-0.00200282,-0.0266983,0.00491624,287,799,2.16632,12.5782,-0.584584,0.399501
-0.569852,0.423157,0.00410565,-0.0236333,0.00221964,-0.00198429,-8.45416e-05,0.00222134,-0.00198599,-0.0200993,0.00463623,297,799,2.18305,12.5662,-0.565746,0.399524
-0.551045,0.423157,0.00417372,-0.0236212,0.00296156,-0.0019828,-6.92075e-05,0.00296253,-0.00198377,-0.0139936,0.0043701,307,799,2.21923,12.5598,-0.546871,0.399536
-0.532238,0.423157,0.00428386,-0.0236158,0.00347648,-0.00199592,-5.19548e-05,0.00347697,-0.00199641,-0.00949283,0.00442597,317,799,2.27781,12.5569,-0.527954,0.399541
-0.513431,0.423157,0.00443308,-0.0236074,0.00374565,-0.00202016,-4.52178e-05,0.00374601,-0.00202051,-0.00784176,0.00475466,327,799,2.35716,12.5525,-0.508997,0.39955
-0.494624,0.423157,0.00459402,-0.0235913,0.00378188,-0.00205236,-5.32078e-05,0.00378236,-0.00205284,-0.00911892,0.00530664,337,799,2.44273,12.5439,-0.49003,0.399566
-0.475817,0.423157,0.00475748,-0.0235595,0.00360163,-0.00209048,-7.54323e-05,0.00360263,-0.00209148,-0.013249,0.00579916,347,799,2.52964,12.527,-0.471059,0.399598
-0.45701,0.423157,0.00486704,-0.0235388,0.00324649,-0.00213255,-0.000109929,0.00324874,-0.0021348,-0.0204251,0.00613206,357,799,2.5879,12.516,-0.452143,0.399618
-0.438203,0.423157,0.00492065,-0.0234921,0.00276586,-0.00217515,-0.000150646,0.00277045,-0.00217974,-0.0304512,0.00679177,367,799,2.61638,12.4912,-0.433282,0.399665
-0.419396,0.423157,0.00496369,-0.0234319,0.00221333,-0.00221604,-0.000192256,0.00222166,-0.00222437,-0.0432962,0.00694359,377,799,2.63927,12.4591,-0.414432,0.399725
-0.400589,0.423157,0.00493069,-0.0233835,0.00164533,-0.0022541,-0.000231,0.00165897,-0.00226774,-0.0589646,0.00706697,387,799,2.62172,12.4334,-0.395658,0.399774
-0.381782,0.423157,0.00488277,-0.0233612,0.00111099,-0.0022885,-0.000258838,0.00113058,-0.00230809,-0.0755599,0.00697115,397,799,2.59626,12.4216,-0.376899,0.399796
-0.362975,0.423157,0.00485849,-0.0233657,0.000655245,-0.00231888,-0.000270508,0.000679648,-0.00234328,-0.0899701,0.00639489,407,799,2.58334,12.424,-0.358116,0.399791
-0.344168,0.423157,0.00485103,-0.0233788,0.000308396,-0.00234594,-0.000263065,0.000334217,-0.00237176,-0.0978394,0.00595598,417,799,2.57939,12.4309,-0.339317,0.399778
-0.325361,0.423157,0.0048644,-0.0234047,8.17672e-05,-0.00237265,-0.000229923,0.00010312,-0.002394,-0.0926039,0.00593889,427,799,2.58649,12.4447,-0.320496,0.399752
-0.306554,0.423157,0.00487272,-0.0234307,-5.65522e-05,-0.00240194,-0.000173202,-4.38306e-05,-0.00241466,-0.073318,0.0056133,437,799,2.59091,12.4585,-0.301681,0.399726
-0.287747,0.423157,0.00487341,-0.0234295,-0.000163231,-0.00243806,-0.000108555,-0.000158063,-0.00244323,-0.0475759,0.00561395,447,799,2.59127,12.4579,-0.282873,0.399728
-0.26894,0.423157,0.00487686,-0.0234089,-0.000277713,-0.00247818,-4.05543e-05,-0.000276966,-0.00247893,-0.0184215,0.0055136,457,799,2.59311,12.4469,-0.264063,0.399748
-0.250133,0.423157,0.00487594,-0.0233685,-0.000432811,-0.00252227,3.57096e-05,-0.000432201,-0.00252288,0.0170838,0.00541136,467,799,2.59262,12.4254,-0.245257,0.399789
-0.231326,0.423157,0.00487158,-0.0233122,-0.000660658,-0.00257066,0.000116873,-0.000653533,-0.00257778,0.0608871,0.00550037,477,799,2.59029,12.3955,-0.226454,0.399845
-0.212519,0.423157,0.00486021,-0.0232592,-0.000967041,-0.00262151,0.000190009,-0.0009455,-0.00264305,0.112888,0.00577522,487,799,2.58426,12.3673,-0.207659,0.399898
-0.193712,0.423157,0.00485143,-0.0232151,-0.00132487,-0.00266992,0.000244442,-0.00128182,-0.00271297,0.174311,0.0058138,497,799,2.5796,12.3439,-0.18886,0.399942
-0.174905,0.423157,0.00483565,-0.0231701,-0.00169232,-0.00271211,0.000277886,-0.00162151,-0.00278291,0.249494,0.00577467,507,799,2.5712,12.32,-0.170069,0.399987
-0.156098,0.423157,0.00481447,-0.0231337,-0.00202482,-0.00274545,0.000292078,-0.0019213,-0.00284896,0.34059,0.00565319,517,799,2.55995,12.3006,-0.151283,0.400023
-0.137291,0.423157,0.00477578,-0.0231101,-0.00228552,-0.00276842,0.000294017,-0.00214652,-0.00290742,0.441627,0.00550194,527,799,2.53935,12.288,-0.132515,0.400047
-0.118484,0.423157,0.0047146,-0.0230883,-0.00244342,-0.00277998,0.0002989,-0.00226869,-0.00295472,0.529017,0.0051689,537,799,2.50683,12.2764,-0.113769,0.400069
-0.099677,0.423157,0.0046385,-0.0230582,-0.00248554,-0.00278425,0.00031217,-0.00228884,-0.00298096,0.562274,0.00502431,547,799,2.46637,12.2604,-0.0950385,0.400099
-0.08087,0.423157,0.00455711,-0.0230138,-0.00240231,-0.00278416,0.000334543,-0.00220804,-0.00297842,0.526101,0.00493016,557,799,2.4231,12.2368,-0.0763129,0.400143
-0.062063,0.423157,0.00447182,-0.02298,-0.00219412,-0.00278268,0.000367445,-0.00201764,-0.00295916,0.44776,0.00483112,567,799,2.37776,12.2189,-0.0575912,0.400177
-0.0432561,0.423157,0.00440846,-0.0229659,-0.00187446,-0.00278098,0.000403589,-0.00172082,-0.00293462,0.363749,0.00469714,577,799,2.34408,12.2113,-0.0388476,0.400191
-0.0244491,0.423157,0.0043692,-0.0229582,-0.00146635,-0.00277966,0.000434558,-0.00133558,-0.00291043,0.292305,0.00462581,587,799,2.32319,12.2073,-0.0200799,0.400199
-0.00564209,0.423157,0.00434751,-0.0229408,-0.00101133,-0.00277749,0.000458442,-0.00089942,-0.00288939,0.239421,0.00467847,597,799,2.31164,12.198,-0.00129459,0.400216
0.0131649,0.423157,0.00434464,-0.022904,-0.000547011,-0.002777,0.000465046,-0.000453916,-0.0028701,0.197573,0.00525591,607,799,2.31011,12.1785,0.0175095,0.400253
0.0319719,0.423157,0.00436105,-0.0228356,-0.000120033,-0.00277477,0.000449692,-4.59271e-05,-0.00284888,0.163324,0.00612326,617,799,2.31887,12.1421,0.0363329,0.400321
0.0507788,0.423157,0.00436955,-0.0227694,0.000222546,-0.00276662,0.000415931,0.000279342,-0.00282341,0.135712,0.00688925,627,799,2.32339,12.1069,0.0551484,0.400388
0.0695858,0.423157,0.00439377,-0.0227086,0.000458625,-0.00274972,0.000368683,0.000500447,-0.00279154,0.112952,0.00755036,637,799,2.33622,12.0746,0.0739796,0.400448
0.0883928,0.423157,0.00442155,-0.0226589,0.000582283,-0.00271991,0.000316307,0.000612308,-0.00274994,0.0946401,0.00787599,647,799,2.35104,12.0482,0.0928144,0.400498
0.1072,0.423157,0.004453,-0.0226376,0.000615978,-0.0026745,0.000263604,0.000636962,-0.00269548,0.0794361,0.00767476,657,799,2.36772,12.0368,0.111653,0.400519
0.126007,0.423157,0.00448101,-0.0226324,0.0006145,-0.00261348,0.000211749,0.000628331,-0.00262731,0.0652256,0.00702248,667,799,2.38261,12.0341,0.130488,0.400525
0.144814,0.423157,0.00449604,-0.0226309,0.000620667,-0.00253766,0.000161687,0.000628923,-0.00254592,0.0510162,0.0061135,677,799,2.39061,12.0333,0.14931,0.400526
0.163621,0.423157,0.00450477,-0.0226429,0.000664665,-0.00245001,0.000103082,0.000668073,-0.00245342,0.0330474,0.00492902,687,799,2.39529,12.0396,0.168125,0.400514
0.182428,0.423157,0.00449742,-0.0226133,0.000777078,-0.00234727,4.10025e-05,0.000777616,-0.00234781,0.0131205,0.00476518,697,799,2.39134,12.0238,0.186925,0.400544
0.201235,0.423157,0.00447653,-0.0225808,0.000946315,-0.00223284,-1.52326e-05,0.000946388,-0.00223292,-0.00479126,0.00443643,707,799,2.38023,12.0066,0.205711,0.400576
0.220042,0.423157,0.00445518,-0.0225341,0.00115056,-0.00210949,-6.9581e-05,0.00115205,-0.00211098,-0.0213305,0.00422532,717,799,2.36889,11.9817,0.224497,0.400623
0.238849,0.423157,0.00443853,-0.0224872,0.00135956,-0.00198012,-0.000113874,0.00136344,-0.001984,-0.0340446,0.00429195,727,799,2.36004,11.9568,0.243287,0.40067
0.257656,0.423157,0.00444634,-0.0224355,0.00153621,-0.00184906,-0.00014615,0.0015425,-0.00185535,-0.0430657,0.00450656,737,799,2.3642,11.9293,0.262102,0.400722
0.276463,0.423157,0.00451613,-0.0224048,0.00165342,-0.00172097,-0.000170513,0.00166202,-0.00172956,-0.0503605,0.00512654,747,799,2.40128,11.913,0.280979,0.400752
0.29527,0.423157,0.00461359,-0.0223919,0.00167814,-0.00159509,-0.000185762,0.00168865,-0.0016056,-0.05651,0.00574243,757,799,2.45313,11.9062,0.299883,0.400765
0.314077,0.423157,0.00473102,-0.0224489,0.00160587,-0.00147445,-0.000196026,0.00161829,-0.00148687,-0.0632978,0.00592592,767,799,2.51556,11.9365,0.318808,0.400708
0.332884,0.423157,0.00482342,-0.0224577,0.00145317,-0.00136148,-0.00020229,0.00146764,-0.00137594,-0.0713815,0.00611003,777,799,2.56469,11.9412,0.337707,0.400699
0.351691,0.423157,0.00485602,-0.0224678,0.00123348,-0.00125742,-0.00019974,0.00124939,-0.00127333,-0.0795109,0.006188,787,799,2.582,11.9465,0.356547,0.400689
0.370498,0.423157,0.00486761,-0.0224629,0.000966126,-0.00116632,-0.000188841,0.00098272,-0.00118291,-0.0876474,0.00576112,797,799,2.58817,11.9439,0.375365,0.400694
0.389304,0.423157,0.00483467,-0.0224411,0.000682046,-0.00108907,-0.000170815,0.00069837,-0.00110539,-0.0952746,0.00520715,807,799,2.57066,11.9323,0.394139,0.400716
0.408111,0.423157,0.00479679,-0.0223983,0.000406167,-0.00102615,-0.000148868,0.000421476,-0.00104146,-0.102476,0.00470931,817,799,2.55053,11.9096,0.412908,0.400759
0.426918,0.423157,0.0047495,-0.0223466,0.000165832,-0.000976553,-0.000126509,0.000179674,-0.000990395,-0.108982,0.00444125,827,799,2.52536,11.8821,0.431668,0.40081
0.445725,0.423157,0.00471782,-0.0222986,-1.09347e-05,-0.000938949,-9.95554e-05,-3.74741e-07,-0.000949509,-0.105676,0.00441529,837,799,2.50854,11.8566,0.450443,0.400858
0.464532,0.423157,0.00471368,-0.0222675,-0.000118227,-0.000913501,-7.8053e-05,-0.000110639,-0.00092109,-0.0969138,0.00472264,847,799,2.50633,11.84,0.469246,0.40089
0.483339,0.423157,0.0047379,-0.0222444,-0.000155558,-0.000897464,-6.95922e-05,-0.000149086,-0.000903935,-0.0927241,0.00506631,857,799,2.51925,11.8277,0.488077,0.400913
0.502146,0.423157,0.00476729,-0.0222291,-0.000142947,-0.000886555,-7.03642e-05,-0.000136347,-0.000893155,-0.0935193,0.00532471,867,799,2.53485,11.8196,0.506914,0.400928
0.520953,0.423157,0.00478841,-0.0222148,-0.000109314,-0.000878422,-7.98876e-05,-0.000101104,-0.000886632,-0.102414,0.00553309,877,799,2.54606,11.812,0.525742,0.400942
0.53976,0.423157,0.00481068,-0.0222023,-8.05672e-05,-0.000869306,-9.33094e-05,-6.96788e-05,-0.000880194,-0.116166,0.00551176,887,799,2.55795,11.8053,0.544571,0.400955
0.558567,0.423157,0.00482342,-0.0221962,-7.36311e-05,-0.000855616,-0.00010455,-5.98943e-05,-0.000869352,-0.130642,0.00541795,897,799,2.56468,11.8021,0.563391,0.400961
0.577374,0.423157,0.0048124,-0.0221766,-8.58179e-05,-0.00083867,-0.000107505,-7.07672e-05,-0.00085372,-0.139095,0.005096,907,799,2.55881,11.7917,0.582187,0.40098
0.596181,0.423157,0.00479266,-0.0221492,-0.000116386,-0.000821912,-9.7522e-05,-0.000103154,-0.000835144,-0.134858,0.00481369,917,799,2.54833,11.7771,0.600974,0.401008
0.614988,0.423157,0.00476488,-0.0221181,-0.000154301,-0.000807967,-7.40136e-05,-0.000146025,-0.000816242,-0.11135,0.004565,927,799,2.53359,11.7606,0.619753,0.401039
0.633795,0.423157,0.00474617,-0.0220887,-0.000174485,-0.000800261,-4.44043e-05,-0.00017135,-0.000803396,-0.0704881,0.00454994,937,799,2.52362,11.7449,0.638541,0.401068
0.652602,0.423157,0.00473193,-0.0220625,-0.000150599,-0.000800284,-1.52919e-05,-0.000150239,-0.000800643,-0.0235201,0.00467208,947,799,2.51607,11.731,0.657334,0.401095
0.671409,0.423157,0.0047208,-0.022035,-7.88161e-05,-0.000809014,6.45066e-06,-7.87591e-05,-0.000809071,0.0088332,0.00483428,957,799,2.51011,11.7164,0.67613,0.401122
0.690216,0.423157,0.00472378,-0.0220013,3.59003e-05,-0.000822536,1.57201e-05,3.61881e-05,-0.000822824,0.0183043,0.00488613,967,799,2.51173,11.6985,0.69494,0.401156
0.709023,0.423157,0.00473136,-0.0219729,0.000192403,-0.000837814,9.04158e-06,0.000192483,-0.000837893,0.00877548,0.00484805,977,799,2.51575,11.6833,0.713755,0.401184
0.72783,0.423157,0.00474376,-0.021946,0.000376667,-0.000852682,-1.26412e-05,0.000376797,-0.000852811,-0.0102814,0.00480842,987,799,2.52233,11.6691,0.732574,0.401211
0.746637,0.423157,0.00475719,-0.021924,0.000576081,-0.000866409,-3.90431e-05,0.000577137,-0.000867465,-0.0270401,0.0047205,997,799,2.52946,11.6574,0.751394,0.401233
0.765444,0.423157,0.00477291,-0.0218914,0.000770895,-0.000877644,-6.53306e-05,0.00077348,-0.000880229,-0.0395467,0.00461815,1007,799,2.53784,11.64,0.770217,0.401266
0.784251,0.423157,0.00478657,-0.021866,0.000939168,-0.00088681,-9.1488e-05,0.000943741,-0.000891382,-0.0499369,0.00459452,1017,799,2.54513,11.6265,0.789038,0.401291
0.803058,0.423157,0.00480758,-0.0218379,0.00107419,-0.000893752,-0.000114188,0.0010808,-0.000900355,-0.0577657,0.00475163,1027,799,2.55623,11.6116,0.807866,0.401319
0.821865,0.423157,0.0048287,-0.0218146,0.00116834,-0.00089935,-0.00013139,0.00117665,-0.000907666,-0.0632054,0.00498833,1037,799,2.56753,11.5992,0.826694,0.401343
0.840672,0.423157,0.00485579,-0.0218022,0.00120916,-0.00090504,-0.00014244,0.00121871,-0.000914593,-0.0669697,0.00530416,1047,799,2.58196,11.5926,0.845528,0.401355
0.859479,0.423157,0.00489,-0.0218082,0.00119035,-0.000912534,-0.000147288,0.00120061,-0.0009228,-0.0695881,0.0057274,1057,799,2.60016,11.5958,0.864369,0.401349
0.878286,0.423157,0.00493568,-0.021811,0.00111486,-0.00092172,-0.000145547,0.00112521,-0.000932069,-0.0709856,0.00618665,1067,799,2.62441,11.5973,0.883222,0.401346
0.897093,0.423157,0.00498803,-0.0217925,0.00100452,-0.000933752,-0.000130192,0.00101322,-0.000942457,-0.0667695,0.00659067,1077,799,2.65222,11.5875,0.902081,0.401365
0.9159,0.423157,0.00502132,-0.0217513,0.000823411,-0.00095645,-0.000103236,0.000829379,-0.000962418,-0.0577441,0.00676535,1087,799,2.66991,11.5656,0.920921,0.401406
0.934707,0.423157,0.00504404,-0.0217161,0.000562875,-0.000993883,-6.92017e-05,0.000565945,-0.000996953,-0.0443359,0.00681395,1097,799,2.68199,11.5468,0.939751,0.401441
0.953514,0.423157,0.00504703,-0.0216785,0.000221456,-0.00104803,-3.7425e-05,0.000222559,-0.00104913,-0.0294463,0.00663589,1107,799,2.68356,11.5269,0.958561,0.401479
0.972321,0.423157,0.00503945,-0.0216568,-0.00019359,-0.00111544,-2.40561e-05,-0.000192963,-0.00111607,-0.0260718,0.00628882,1117,799,2.67954,11.5153,0.97736,0.4015
