"Average",,,,,,,,,,,"R0",,,,,,,,,,"Analog",,
"Index [1]","X [mm]","Y [mm]","U [mm]","V [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","U [mm]","V [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","Time_0","deplacement_(mm)","Charge_(KN)"
186,-3.33674,-0.789118,-0.0123122,0.698605,-0.000894836,0.00357277,0.00032314,0.00364008,-0.000962151,0.742154,-2.96421,0.0873111,0.00807337,0.698191,-0.000897356,0.00376557,0.000412824,0.00383052,-0.000962292,1.10413,226.288,1.724,6.2706
187,-3.33674,-0.789118,-0.016044,0.712515,-0.000926111,0.00367242,0.000328844,0.00374037,-0.000994068,0.729358,-2.96421,0.0873111,0.00426728,0.712125,-0.000928962,0.00386256,0.000416625,0.00392789,-0.000994281,1.08368,227.145,1.7536,6.4542
188,-3.33674,-0.789118,-0.021618,0.727986,-0.000966243,0.0037884,0.000335952,0.00385779,-0.00103564,0.722289,-2.96421,0.0873111,-0.0014038,0.727606,-0.000970218,0.00397518,0.000423254,0.00404161,-0.00103664,1.06731,228.182,1.7862,6.6629
189,-3.33674,-0.789118,-0.0253966,0.740994,-0.000999332,0.00388016,0.000346329,0.00395186,-0.00107103,0.722885,-2.96421,0.0873111,-0.00527211,0.740644,-0.001004,0.00406655,0.000433403,0.00413463,-0.00107209,1.06961,228.989,1.8174,6.8358
190,-3.33674,-0.789118,-0.0287883,0.751491,-0.00102654,0.00395511,0.000350168,0.00402701,-0.00109844,0.708043,-2.96421,0.0873111,-0.00874768,0.751143,-0.00103144,0.00413506,0.000437775,0.00420379,-0.00110016,1.04618,229.608,1.8338,6.9682
191,-3.33674,-0.789118,-0.0309776,0.758811,-0.00104378,0.00400802,0.000353703,0.00408065,-0.00111642,0.698047,-2.96421,0.0873111,-0.0109821,0.758507,-0.00104837,0.00419196,0.000440409,0.00426075,-0.00111716,1.03551,230.068,1.8499,7.0629
192,-3.33674,-0.789118,-0.0332268,0.767199,-0.00106023,0.00406546,0.000355868,0.00413878,-0.00113353,0.680425,-2.96421,0.0873111,-0.013307,0.766898,-0.00107015,0.00424609,0.000443799,0.00431531,-0.00113935,1.01027,230.527,1.8654,7.1518
193,-3.33674,-0.789118,-0.0361384,0.774682,-0.00108249,0.00412308,0.000362026,0.00419668,-0.00115609,0.692882,-2.96421,0.0873111,-0.0162816,0.774396,-0.00108735,0.00430499,0.000446654,0.00437438,-0.00115676,1.03573,230.987,1.8812,7.2416
194,-3.33674,-0.789118,-0.0384729,0.782857,-0.0011009,0.00417921,0.000364625,0.00425382,-0.00117551,0.685567,-2.96421,0.0873111,-0.0186554,0.782563,-0.00110715,0.00435689,0.000449891,0.00442724,-0.00117751,1.00752,231.446,1.8925,7.3276
195,-3.33674,-0.789118,-0.0408583,0.790438,-0.00112151,0.00423134,0.000367674,0.00430654,-0.0011967,0.685129,-2.96421,0.0873111,-0.0211101,0.790177,-0.00112683,0.00441056,0.000451632,0.00448048,-0.00119673,1.01606,231.906,1.9169,7.4271
196,-3.33674,-0.789118,-0.0430075,0.798296,-0.00114128,0.00428733,0.000368785,0.00436322,-0.00121719,0.661569,-2.96421,0.0873111,-0.0233136,0.798068,-0.00114892,0.00446393,0.000454339,0.00453499,-0.00121999,0.987562,232.366,1.9266,7.5305
197,-3.33674,-0.789118,-0.0453538,0.806364,-0.00115273,0.00434468,0.000375505,0.00442175,-0.00122979,0.675796,-2.96421,0.0873111,-0.0256892,0.806123,-0.00116423,0.00451863,0.000460972,0.00459035,-0.00123596,1.00907,232.826,1.9437,7.6117
198,-3.33674,-0.789118,-0.0475988,0.814032,-0.00117643,0.00439578,0.000380479,0.0044735,-0.00125415,0.66715,-2.96421,0.0873111,-0.0279975,0.813799,-0.00118707,0.00456886,0.000463485,0.00464109,-0.00125931,0.999038,233.285,1.9569,7.6841
199,-3.33674,-0.789118,-0.0499463,0.822317,-0.00119456,0.00444945,0.000381798,0.00452772,-0.00127283,0.663421,-2.96421,0.0873111,-0.0303738,0.822107,-0.00120379,0.00461881,0.000464902,0.00469148,-0.00127644,0.98291,233.745,1.9714,7.7837
200,-3.33674,-0.789118,-0.0523607,0.829705,-0.00121095,0.00449982,0.000384432,0.00457883,-0.00128993,0.648867,-2.96421,0.0873111,-0.0328341,0.829495,-0.00121777,0.00466792,0.000464615,0.00474071,-0.00129057,0.962545,234.205,1.9887,7.8716
201,-3.33674,-0.789118,-0.0543675,0.837836,-0.00123498,0.00455371,0.000392182,0.00463379,-0.00131501,0.660998,-2.96421,0.0873111,-0.034878,0.837647,-0.00124404,0.00472496,0.000475755,0.00479905,-0.00131816,0.983502,234.664,2.0049,7.9634
202,-3.33674,-0.789118,-0.056385,0.84499,-0.00125007,0.00460749,0.000397958,0.004689,-0.00133155,0.666095,-2.96421,0.0873111,-0.0369082,0.844835,-0.00126068,0.00477748,0.000479327,0.00485211,-0.0013353,0.991847,235.124,2.0181,8.0465
203,-3.33674,-0.789118,-0.0587333,0.853479,-0.00126811,0.00465979,0.000402282,0.00474176,-0.00135008,0.669235,-2.96421,0.0873111,-0.0392782,0.853296,-0.00128072,0.00482774,0.000482607,0.00490254,-0.00135552,0.988956,235.584,2.0351,8.1238
204,-3.33674,-0.789118,-0.0604255,0.860825,-0.00128658,0.00470929,0.00040281,0.0047916,-0.00136888,0.656156,-2.96421,0.0873111,-0.0410008,0.860691,-0.00129957,0.00487525,0.000482585,0.00495012,-0.00137442,0.974501,236.043,2.0522,8.2088
205,-3.33674,-0.789118,-0.0628759,0.868928,-0.00130699,0.00476405,0.000405271,0.00484707,-0.00139001,0.656114,-2.96421,0.0873111,-0.043471,0.868804,-0.00131795,0.0049304,0.000486103,0.00500628,-0.00139384,0.974374,236.503,2.0641,8.2899
206,-3.33674,-0.789118,-0.0643835,0.876297,-0.00132596,0.00481421,0.000410337,0.00489788,-0.00140962,0.659283,-2.96421,0.0873111,-0.0449795,0.87623,-0.00133564,0.00497698,0.000489381,0.00505321,-0.00141186,0.964553,236.962,2.0805,8.3759
207,-3.33674,-0.789118,-0.0667656,0.884085,-0.00134365,0.00485764,0.000412222,0.00494147,-0.00142747,0.657484,-2.96421,0.0873111,-0.0473614,0.883995,-0.00135432,0.00501979,0.000490923,0.0050955,-0.00143006,0.975373,237.422,2.0966,8.4455
208,-3.33674,-0.789118,-0.0682421,0.891733,-0.00136168,0.0049083,0.00041706,0.00499371,-0.00144711,0.644375,-2.96421,0.0873111,-0.0488924,0.891618,-0.00137547,0.00507045,0.000496033,0.00514742,-0.00145244,0.958896,237.882,2.1089,8.5296
209,-3.33674,-0.789118,-0.0699611,0.899644,-0.00137976,0.00495763,0.000421516,0.00504376,-0.00146592,0.628462,-2.96421,0.0873111,-0.0506156,0.899527,-0.00139363,0.00511868,0.000497937,0.00519629,-0.00147124,0.939431,238.342,2.1243,8.6059
210,-3.33674,-0.789118,-0.0718944,0.907308,-0.00139207,0.00500633,0.000428575,0.00509323,-0.00147898,0.64648,-2.96421,0.0873111,-0.0525238,0.90718,-0.00140684,0.0051648,0.00050381,0.00524272,-0.00148477,0.954843,238.801,2.1421,8.6919
211,-3.33674,-0.789118,-0.0734527,0.915655,-0.00140287,0.00505054,0.000431769,0.00513895,-0.00149128,0.634088,-2.96421,0.0873111,-0.0541027,0.915584,-0.0014173,0.00520812,0.000506971,0.00528707,-0.00149625,0.942106,239.261,2.1553,8.7682
212,-3.33674,-0.789118,-0.0744481,0.923402,-0.00142635,0.00509887,0.000436237,0.00518741,-0.00151492,0.640832,-2.96421,0.0873111,-0.0550958,0.923326,-0.00144161,0.00525392,0.000510747,0.00533308,-0.00152076,0.941672,239.721,2.172,8.8465
213,-3.33674,-0.789118,-0.0762995,0.931176,-0.00144111,0.00513862,0.000438083,0.00522842,-0.00153092,0.634218,-2.96421,0.0873111,-0.0569539,0.931115,-0.00145797,0.00529566,0.000510788,0.0053754,-0.00153769,0.943809,240.18,2.1839,8.916
214,-3.33674,-0.789118,-0.0770761,0.939487,-0.00146121,0.005186,0.000439797,0.00527582,-0.00155099,0.631667,-2.96421,0.0873111,-0.0577091,0.939443,-0.00147805,0.00533827,0.000512933,0.00541815,-0.00155793,0.92561,240.64,2.2023,8.9895
215,-3.33674,-0.789118,-0.0789499,0.947321,-0.00147379,0.0052336,0.000446076,0.00532493,-0.00156511,0.634237,-2.96421,0.0873111,-0.0596037,0.947253,-0.00149198,0.00538847,0.000517757,0.0054693,-0.00157283,0.928423,241.1,2.2184,9.0745
216,-3.33674,-0.789118,-0.0801786,0.955323,-0.00148929,0.00528186,0.000451296,0.00537429,-0.00158167,0.626206,-2.96421,0.0873111,-0.0608335,0.955276,-0.00150764,0.00543385,0.000522588,0.00551548,-0.00158931,0.922885,241.559,2.2332,9.1499
217,-3.33674,-0.789118,-0.0815298,0.9628,-0.00150908,0.00532634,0.000453483,0.00541901,-0.00160174,0.631731,-2.96421,0.0873111,-0.0621819,0.962756,-0.00152864,0.00547501,0.000526285,0.00555706,-0.00161071,0.931597,242.019,2.2483,9.2165
218,-3.33674,-0.789118,-0.0827438,0.971015,-0.00152556,0.00536991,0.000457958,0.00546354,-0.00161922,0.629309,-2.96421,0.0873111,-0.0634035,0.970969,-0.0015434,0.0055208,0.000528052,0.00560309,-0.00162568,0.931964,242.49,2.2619,9.2851
219,-3.33674,-0.789118,-0.083736,0.9791,-0.00154009,0.00541706,0.00046131,0.00551134,-0.00163436,0.624152,-2.96421,0.0873111,-0.0643931,0.979074,-0.00156047,0.00556544,0.000529216,0.00564785,-0.00164288,0.915575,242.99,2.2783,9.3644
220,-3.33674,-0.789118,-0.0853266,0.986858,-0.00155953,0.00546292,0.000466623,0.00555842,-0.00165498,0.625508,-2.96421,0.0873111,-0.0659542,0.98685,-0.00157682,0.00561297,0.000537251,0.00569695,-0.00166081,0.918299,243.49,2.2966,9.4446
221,-3.33674,-0.789118,-0.0862253,0.995148,-0.00157011,0.00550737,0.000472174,0.00560381,-0.00166657,0.622948,-2.96421,0.0873111,-0.0668873,0.995109,-0.00159107,0.0056564,0.000540847,0.00574117,-0.00167582,0.905851,243.99,2.3137,9.5189
222,-3.33674,-0.789118,-0.0871413,1.00274,-0.00158788,0.00555454,0.000474915,0.00565176,-0.00168513,0.609289,-2.96421,0.0873111,-0.0677951,1.00272,-0.00160668,0.00570051,0.000542233,0.00578542,-0.00169159,0.900935,244.49,2.3314,9.5972
223,-3.33674,-0.789118,-0.0880461,1.01083,-0.00160382,0.00560241,0.000478277,0.00570032,-0.00170173,0.616929,-2.96421,0.0873111,-0.0687027,1.01082,-0.00162407,0.00574442,0.000544494,0.00582962,-0.00170924,0.903781,244.99,2.3466,9.6726
224,-3.33674,-0.789118,-0.0890419,1.01892,-0.00161608,0.00564666,0.000483309,0.00574608,-0.0017155,0.611497,-2.96421,0.0873111,-0.0697057,1.01892,-0.00163538,0.005789,0.000548666,0.00587509,-0.00172146,0.901505,245.49,2.3643,9.7537
225,-3.33674,-0.789118,-0.0897004,1.02684,-0.00163074,0.00568949,0.000486028,0.00578958,-0.00173082,0.620367,-2.96421,0.0873111,-0.0703666,1.02683,-0.00165561,0.00583174,0.000553659,0.00591867,-0.00174256,0.90563,245.99,2.383,9.8194
226,-3.33674,-0.789118,-0.0906004,1.03455,-0.00164699,0.00573624,0.000493273,0.00583711,-0.00174787,0.627185,-2.96421,0.0873111,-0.0712596,1.03454,-0.00166596,0.00587834,0.000557137,0.00596561,-0.00175323,0.911487,246.49,2.3978,9.9122
227,-3.33674,-0.789118,-0.0914975,1.04296,-0.00166129,0.00578064,0.000495928,0.00588286,-0.00176351,0.61301,-2.96421,0.0873111,-0.0721859,1.04297,-0.00168477,0.00591853,0.00055929,0.00600669,-0.00177293,0.894984,246.99,2.4165,9.9953
228,-3.33674,-0.789118,-0.0921244,1.05051,-0.0016797,0.00582426,0.000499671,0.00592724,-0.0017827,0.613974,-2.96421,0.0873111,-0.0728141,1.05053,-0.00170282,0.00596251,0.000563069,0.0060513,-0.00179161,0.897486,247.49,2.4309,10.0591
229,-3.33674,-0.789118,-0.0932485,1.05894,-0.00169806,0.00586943,0.000504949,0.0059732,-0.00180182,0.616668,-2.96421,0.0873111,-0.0739423,1.05897,-0.00172143,0.00600626,0.000567844,0.00609561,-0.00181079,0.898934,247.99,2.4448,10.1354
230,-3.33674,-0.789118,-0.0942421,1.06641,-0.00170841,0.00591233,0.000508549,0.00601731,-0.00181336,0.611787,-2.96421,0.0873111,-0.07493,1.06642,-0.0017312,0.00604926,0.00057107,0.00613953,-0.00182146,0.889812,248.49,2.4657,10.1963
231,-3.33674,-0.789118,-0.0947484,1.07468,-0.00172111,0.00595698,0.000512882,0.0060623,-0.00182645,0.609327,-2.96421,0.0873111,-0.0754496,1.0747,-0.00174944,0.00609199,0.000575044,0.0061825,-0.00183993,0.886386,248.99,2.4773,10.2871
232,-3.33674,-0.789118,-0.0961825,1.08241,-0.00173566,0.00600187,0.000515217,0.00610805,-0.00184186,0.603302,-2.96421,0.0873111,-0.076891,1.08244,-0.00176117,0.00613602,0.000576115,0.00622692,-0.00185207,0.874442,249.49,2.5105,10.3663
233,-3.33674,-0.789118,-0.0969681,1.09003,-0.0017543,0.00604719,0.000519549,0.00615401,-0.0018611,0.608567,-2.96421,0.0873111,-0.0776785,1.09007,-0.0017778,0.00617956,0.00057913,0.00627091,-0.00186914,0.884855,249.99,2.5144,10.4446
234,-3.33674,-0.789118,-0.0975922,1.09831,-0.0017678,0.00609033,0.000523291,0.00619831,-0.00187576,0.600055,-2.96421,0.0873111,-0.0783167,1.09834,-0.00179328,0.00622199,0.000581893,0.00631395,-0.0018852,0.873594,250.49,2.5308,10.4793
235,-3.33674,-0.789118,-0.0986884,1.10636,-0.00178223,0.00613679,0.000531388,0.0062461,-0.00189157,0.608258,-2.96421,0.0873111,-0.0794336,1.1064,-0.00180684,0.00626554,0.0005875,0.00635853,-0.00189985,0.87796,250.99,2.5482,10.5856
236,-3.33674,-0.789118,-0.0997294,1.11419,-0.00180109,0.00618205,0.000533552,0.00629251,-0.00191155,0.603009,-2.96421,0.0873111,-0.0804715,1.11425,-0.00182515,0.00631176,0.000590903,0.00640558,-0.00191897,0.872744,251.49,2.564,10.6639
237,-3.33674,-0.789118,-0.100791,1.12251,-0.00181358,0.00622827,0.00053682,0.00633909,-0.0019244,0.602049,-2.96421,0.0873111,-0.081537,1.12256,-0.00183949,0.00635548,0.00059372,0.00644923,-0.00193325,0.878721,251.99,2.5788,10.7402
238,-3.33674,-0.789118,-0.101334,1.13009,-0.00182769,0.00627185,0.000542373,0.00638357,-0.00193943,0.604706,-2.96421,0.0873111,-0.0820938,1.13015,-0.00185465,0.00639889,0.000598903,0.00649349,-0.00194928,0.883912,252.49,2.5968,10.8156
239,-3.33674,-0.789118,-0.10286,1.13823,-0.00184403,0.00631857,0.0005469,0.00643115,-0.00195664,0.590458,-2.96421,0.0873111,-0.0836017,1.13829,-0.00186906,0.00644287,0.000601504,0.00653813,-0.00196432,0.872514,252.99,2.6165,10.8871
240,-3.33674,-0.789118,-0.103754,1.14606,-0.00185872,0.00636737,0.000549901,0.00648104,-0.00197235,0.597144,-2.96421,0.0873111,-0.0845165,1.14614,-0.00188592,0.00648886,0.000604386,0.00658433,-0.00198141,0.869953,253.49,2.6313,10.9644
241,-3.33674,-0.789118,-0.104451,1.15446,-0.00187171,0.00641179,0.000554925,0.00652643,-0.0019864,0.59615,-2.96421,0.0873111,-0.0852303,1.15453,-0.00190118,0.00653231,0.000608737,0.00662871,-0.00199755,0.864072,253.99,2.647,11.0368
242,-3.33674,-0.789118,-0.105588,1.16235,-0.00189115,0.0064559,0.000558912,0.00657139,-0.00200662,0.59623,-2.96421,0.0873111,-0.0863691,1.16243,-0.00191919,0.00657717,0.000612341,0.00667422,-0.00201623,0.864609,254.49,2.6615,11.1151
243,-3.33674,-0.789118,-0.10647,1.17044,-0.0019065,0.00650408,0.000563463,0.00662058,-0.00202301,0.595133,-2.96421,0.0873111,-0.0872578,1.17052,-0.00193493,0.006622,0.000617065,0.00671982,-0.00203275,0.866427,254.99,2.6812,11.2001
244,-3.33674,-0.789118,-0.10787,1.17825,-0.00192282,0.00654901,0.000568503,0.00666605,-0.00203987,0.591654,-2.96421,0.0873111,-0.0886743,1.17834,-0.00195014,0.00666644,0.000618978,0.00676444,-0.00204816,0.856977,255.49,2.6976,11.2697
245,-3.33674,-0.789118,-0.10887,1.18659,-0.00193839,0.00659645,0.000573076,0.00671512,-0.00205708,0.5929,-2.96421,0.0873111,-0.0896868,1.18667,-0.00196857,0.0067108,0.000621925,0.00680973,-0.0020675,0.862027,255.99,2.715,11.3422
246,-3.33674,-0.789118,-0.109719,1.1945,-0.00195323,0.00664193,0.000575401,0.00676068,-0.00207197,0.59235,-2.96421,0.0873111,-0.0905388,1.19459,-0.00198333,0.00675527,0.000624469,0.00685415,-0.00208221,0.860869,256.49,2.7295,11.4243
247,-3.33674,-0.789118,-0.110401,1.20253,-0.00196693,0.00668667,0.000582583,0.00680717,-0.00208745,0.597987,-2.96421,0.0873111,-0.0912982,1.20259,-0.00199692,0.0067983,0.000628622,0.0068986,-0.0020972,0.863849,256.99,2.7488,11.5064
248,-3.33674,-0.789118,-0.111612,1.2101,-0.00198148,0.00673015,0.00058703,0.00685202,-0.00210336,0.597551,-2.96421,0.0873111,-0.0925126,1.21013,-0.00201379,0.00684313,0.000634292,0.00694439,-0.00211504,0.863966,257.49,2.7623,11.576
249,-3.33674,-0.789118,-0.112382,1.21832,-0.00199957,0.00677934,0.000590683,0.00690138,-0.00212162,0.595313,-2.96421,0.0873111,-0.0933092,1.21837,-0.00203088,0.00688466,0.000637305,0.00698625,-0.00213247,0.861595,257.99,2.7785,11.6542
250,-3.33674,-0.789118,-0.113058,1.22636,-0.00201721,0.0068238,0.000595153,0.00694709,-0.00214054,0.589671,-2.96421,0.0873111,-0.0940008,1.22646,-0.00204632,0.00693356,0.000644432,0.00703657,-0.00214928,0.863788,258.49,2.7965,11.746
251,-3.33674,-0.789118,-0.113719,1.23441,-0.00202869,0.00686863,0.000601397,0.00699345,-0.00215352,0.593167,-2.96421,0.0873111,-0.094655,1.23454,-0.00206006,0.00697933,0.000644672,0.00708234,-0.00216308,0.853189,258.99,2.8123,11.8001
252,-3.33674,-0.789118,-0.114993,1.2422,-0.00204417,0.0069162,0.000605213,0.00704181,-0.00216975,0.593122,-2.96421,0.0873111,-0.0959569,1.24226,-0.00207664,0.00702755,0.000647809,0.00713113,-0.00218023,0.859901,259.49,2.8316,11.8803
253,-3.33674,-0.789118,-0.115843,1.24967,-0.00206164,0.00695957,0.000607422,0.00708593,-0.00218801,0.586238,-2.96421,0.0873111,-0.0968074,1.24967,-0.00209628,0.00706438,0.00065196,0.00716884,-0.00220072,0.853757,259.99,2.8461,11.9538
254,-3.33674,-0.789118,-0.116689,1.25768,-0.00207875,0.00700393,0.00061252,0.00713151,-0.00220634,0.589412,-2.96421,0.0873111,-0.0976494,1.25774,-0.00210716,0.00711441,0.000655918,0.00721967,-0.00221239,0.854114,260.49,2.8619,12.0282
255,-3.33674,-0.789118,-0.115346,1.26527,-0.00209815,0.00705504,0.000626021,0.00718279,-0.00222586,0.60969,-2.96421,0.0873111,-0.0959861,1.26509,-0.00212385,0.00716117,0.000668372,0.0072679,-0.00223056,0.87182,260.99,2.8796,12.0919
256,-3.33674,-0.789118,-0.115855,1.27353,-0.00211804,0.00711035,0.000632671,0.00723902,-0.00224672,0.611105,-2.96421,0.0873111,-0.0963928,1.2733,-0.00214442,0.00721905,0.000672211,0.0073259,-0.00225126,0.867523,261.49,2.8973,12.1644
257,-3.33674,-0.789118,-0.116744,1.28149,-0.0021362,0.00714948,0.000636383,0.0072791,-0.0022658,0.606593,-2.96421,0.0873111,-0.097292,1.28121,-0.00216106,0.00725791,0.000673335,0.00736563,-0.0022688,0.856663,261.99,2.9124,12.261
258,-3.33674,-0.789118,-0.117776,1.28973,-0.00214819,0.00720145,0.000644238,0.0073327,-0.00227942,0.611657,-2.96421,0.0873111,-0.0983131,1.28945,-0.00217481,0.00730784,0.00068268,0.00741689,-0.00228382,0.866851,262.49,2.9289,12.319
259,-3.33674,-0.789118,-0.118604,1.29741,-0.00216761,0.0072484,0.000647988,0.00738029,-0.00229956,0.607321,-2.96421,0.0873111,-0.0991271,1.29711,-0.00219566,0.00735572,0.000684614,0.00746557,-0.0023055,0.854824,262.99,2.9462,12.3866
260,-3.33674,-0.789118,-0.119198,1.30514,-0.00217651,0.00729762,0.000651298,0.00743037,-0.00230926,0.599891,-2.96421,0.0873111,-0.0997261,1.30494,-0.00220511,0.00740743,0.000686273,0.00751778,-0.00231543,0.849106,263.49,2.963,12.4717
261,-3.33674,-0.789118,-0.119805,1.31295,-0.00218835,0.00734892,0.000657836,0.00748373,-0.00232316,0.608139,-2.96421,0.0873111,-0.100275,1.31262,-0.00221617,0.00745887,0.000693756,0.0075712,-0.00232851,0.851085,263.99,2.9791,12.5422
262,-3.33674,-0.789118,-0.12066,1.32116,-0.00220755,0.00739349,0.000666124,0.00752999,-0.00234408,0.606682,-2.96421,0.0873111,-0.101136,1.3208,-0.00223685,0.00750074,0.00070263,0.00761462,-0.00235072,0.857069,264.49,2.9968,12.6224
263,-3.33674,-0.789118,-0.121537,1.32876,-0.00222074,0.00744029,0.000669177,0.00757797,-0.00235851,0.601175,-2.96421,0.0873111,-0.102014,1.32836,-0.00224992,0.00755249,0.000703523,0.00766766,-0.00236506,0.840522,264.99,3.0184,12.6929
264,-3.33674,-0.789118,-0.122834,1.33671,-0.00223752,0.00748949,0.000670757,0.00762831,-0.00237626,0.594536,-2.96421,0.0873111,-0.103308,1.33628,-0.00226403,0.00760385,0.000704594,0.00771926,-0.00237947,0.83294,265.49,3.0274,12.776
265,-3.33833,-0.791936,-0.122118,1.34406,-0.00224362,0.00752041,0.000683385,0.00766732,-0.00239048,0.593598,-2.96751,0.0815349,-0.102479,1.34337,-0.00227291,0.00763161,0.000722106,0.00776132,-0.00240264,0.832032,265.99,3.0464,12.8485
266,-3.33806,-0.79147,-0.123684,1.35323,-0.00225746,0.00756502,0.000692259,0.00771699,-0.0024094,0.584104,-2.96695,0.0824903,-0.104053,1.35261,-0.0022876,0.0076709,0.000734775,0.00780857,-0.00242526,0.817374,266.49,3.0632,12.918
267,-3.33915,-0.793348,-0.124154,1.35989,-0.00227192,0.00761281,0.000693117,0.007763,-0.00242214,0.578877,-2.96922,0.0786367,-0.10448,1.3591,-0.00229975,0.00771798,0.000728315,0.0078512,-0.00243299,0.808472,266.99,3.0748,13.0011
268,-3.34019,-0.797359,-0.123971,1.36823,-0.00228454,0.00767123,0.000708258,0.00782626,-0.0024395,0.586082,-2.96695,0.0824903,-0.104249,1.36749,-0.00231368,0.00778435,0.000751077,0.00792707,-0.00245639,0.818478,267.49,3.0954,13.0601
269,-3.34476,-0.810554,-0.123892,1.37585,-0.00230205,0.00770561,0.000716468,0.00786543,-0.00246188,0.588104,-2.96859,0.079577,-0.104154,1.3751,-0.00232917,0.0078183,0.000761545,0.00796771,-0.0024786,0.822305,267.99,3.1157,13.1528
270,-3.5524,-13.7405,0.189582,0.27947,0.000373363,0.000166381,4.22148e-05,0.000672242,-0.0001325,0.220561,-3.22708,-2.12116,0.214617,0.281569,0.00024336,7.25383e-05,0.000226581,0.000548274,-0.000232376,0.60727,268.49,3.1305,-0.0097
271,-3.55155,-13.7381,0.191388,0.280251,0.000386715,0.000154184,3.5882e-05,0.000674366,-0.000133466,0.198393,-3.22662,-2.11876,0.216834,0.282167,0.000263505,5.85876e-05,0.000221037,0.00054652,-0.000224427,0.564787,268.99,3.1221,-0.001
272,-3.55251,-13.7393,0.201178,0.278969,0.000404949,0.000148207,3.56365e-05,0.000681132,-0.000127979,0.203764,-3.22728,-2.11984,0.226839,0.280768,0.000278467,5.49379e-05,0.000217935,0.000551599,-0.000218196,0.569632,269.49,3.1237,-0.0039
273,-3.55254,-13.7368,0.200465,0.278515,0.000396494,0.000144271,3.21243e-05,0.000673497,-0.000132732,0.202239,-3.22832,-2.11734,0.226169,0.280289,0.00027552,4.77033e-05,0.000212269,0.000547147,-0.000223924,0.569435,269.99,3.1253,-0.0126
274,-3.55155,-13.7381,0.19931,0.279101,0.000397609,0.000146704,3.58887e-05,0.000671292,-0.000126979,0.203592,-3.22662,-2.11876,0.224987,0.280846,0.000275923,5.03005e-05,0.000218375,0.000542389,-0.000216165,0.566922,270.49,3.1253,-0.0039
275,-3.55142,-13.7382,0.199829,0.279024,0.000400424,0.000141703,3.51429e-05,0.000674548,-0.000132419,0.206754,-3.2264,-2.11887,0.22554,0.280735,0.000275026,4.51489e-05,0.000217645,0.000543806,-0.000223629,0.572733,270.99,3.1221,-0.0068
276,-3.55257,-13.7359,0.200196,0.278586,0.000406362,0.00013541,3.32447e-05,0.000673375,-0.000131602,0.193633,-3.22744,-2.11637,0.225926,0.28029,0.000282221,3.66615e-05,0.000214931,0.000543626,-0.000224744,0.553414,271.49,3.124,-0.0029
277,-3.55201,-13.7358,0.199817,0.278409,0.000409787,0.000138427,3.43644e-05,0.000678301,-0.000130086,0.20626,-3.22744,-2.11637,0.225586,0.280081,0.000287806,4.34171e-05,0.000210983,0.000551984,-0.000220761,0.56509,271.99,3.1234,-0.0068
278,-3.55198,-13.7383,0.199828,0.277995,0.000401128,0.000135657,3.5368e-05,0.000671663,-0.000134877,0.20022,-3.2264,-2.11887,0.225575,0.279625,0.000277554,3.82875e-05,0.000219879,0.000541431,-0.000225588,0.562486,272.49,3.1221,-0.0019
279,-3.55257,-13.7359,0.200212,0.278348,0.000404955,0.000132629,3.26277e-05,0.000674497,-0.00013691,0.195565,-3.22744,-2.11637,0.225982,0.279991,0.000284807,3.70319e-05,0.000213542,0.000546924,-0.000225086,0.552297,272.99,3.1244,-0.0126
280,-3.55198,-13.7383,0.199954,0.278814,0.000406271,0.000139026,3.63046e-05,0.000674222,-0.000128927,0.199187,-3.2264,-2.11887,0.225703,0.280486,0.000284526,4.43965e-05,0.000218782,0.000545417,-0.000216495,0.558576,273.49,3.1266,-0.0029
281,-3.55257,-13.7359,0.200771,0.277614,0.000408612,0.000131118,3.33851e-05,0.00067427,-0.00013454,0.202306,-3.22744,-2.11637,0.226555,0.279213,0.00028444,3.58186e-05,0.000213778,0.00054355,-0.000223291,0.563684,273.99,3.1237,-0.0058
282,-3.55142,-13.7382,0.2018,0.280511,0.000401798,0.000134567,3.41713e-05,0.000668729,-0.000132367,0.194807,-3.2264,-2.11887,0.227562,0.282092,0.000281106,3.68172e-05,0.000216652,0.000540131,-0.000222209,0.555255,274.49,3.124,-0.001
283,-3.55198,-13.7383,0.199554,0.275428,0.00041022,0.000128832,3.0819e-05,0.000674655,-0.000135606,0.197604,-3.2264,-2.11887,0.225355,0.276978,0.00028599,3.21741e-05,0.00021304,0.000541949,-0.000223785,0.552034,274.99,3.1244,-0.0068
284,-3.55198,-13.7383,0.200547,0.278467,0.000409235,0.00013025,3.64097e-05,0.000673106,-0.00013362,0.198647,-3.2264,-2.11887,0.226315,0.280014,0.000289748,3.08688e-05,0.000217239,0.000544426,-0.000223809,0.557325,275.49,3.1237,-0.0048
285,-3.55198,-13.7383,0.200799,0.27735,0.000407385,0.000127868,3.8328e-05,0.000672353,-0.0001371,0.200737,-3.2264,-2.11887,0.226627,0.278903,0.000286357,3.00512e-05,0.000220438,0.000545286,-0.000228877,0.556659,275.99,3.1215,-0.0039
